OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
19-3091,Anthropologists and archeologists,,5570
19-3092,Geographers,,1170
19-3093,Historians,,3620
19-3094,Political scientists,,3970
19-3099,"Social scientists and related workers, all other",,29250
19-4011,Agricultural and food science technicians,,18490
19-4021,Biological technicians,,74560
19-4031,Chemical technicians,,64420
19-4041,Geological and petroleum technicians,,14460
19-4051,Nuclear technicians,,6290
19-4061,Social science research assistants,,21720
19-4091,"Environmental science and protection technicians, including health",,30870
19-4092,Forensic science technicians,,12870
19-4093,Forest and conservation technicians,,31440
19-4099,"Life, physical, and social science technicians, all other",,59530
21-0000,Community and social services occupations,major,1891320
21-1011,Substance abuse and behavioral disorder counselors,,78470
21-1012,"Educational, vocational, and school counselors",,251050
21-1013,Marriage and family therapists,,26450
21-1014,Mental health counselors,,106920
21-1015,Rehabilitation counselors,,112690
21-1019,"Counselors, all other",,30900
21-1021,"Child, family, and school social workers",,277670
21-1022,Medical and public health social workers,,133510
21-1023,Mental health and substance abuse social workers,,127140
21-1029,"Social workers, all other",,73250
21-1091,Health educators,,63320
21-1092,Probation officers and correctional treatment specialists,,92910
21-1093,Social and human service assistants,,344050
21-1099,"Community and social service specialists, all other",,109120
21-2011,Clergy,,42670
21-2021,"Directors, religious activities and education",,15060
21-2099,"Religious workers, all other",,6140
23-0000,Legal occupations,major,999020
23-1011,Lawyers,,556790
23-1021,"Administrative law judges, adjudicators, and hearing officers",,13140
23-1022,"Arbitrators, mediators, and conciliators",,8110
23-1023,"Judges, magistrate judges, and magistrates",,26350
23-2011,Paralegals and legal assistants,,246810
23-2091,Court reporters,,18780
23-2092,Law clerks,,32630
23-2093,"Title examiners, abstractors, and searchers",,56820
23-2099,"Legal support workers, all other",,39590
25-0000,"Education, training, and library occupations",major,8488740
25-1011,"Business teachers, postsecondary",,73790
25-1021,"Computer science teachers, postsecondary",,32240
25-1022,"Mathematical science teachers, postsecondary",,48100
25-1031,"Architecture teachers, postsecondary",,7090
25-1032,"Engineering teachers, postsecondary",,34270
25-1041,"Agricultural sciences teachers, postsecondary",,10230
25-1042,"Biological science teachers, postsecondary",,54810
25-1043,"Forestry and conservation science teachers, postsecondary",,2380
25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",,9900
25-1052,"Chemistry teachers, postsecondary",,20370
25-1053,"Environmental science teachers, postsecondary",,4820
25-1054,"Physics teachers, postsecondary",,12870
25-1061,"Anthropology and archeology teachers, postsecondary",,5880
25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",,8070
25-1063,"Economics teachers, postsecondary",,12860
25-1064,"Geography teachers, postsecondary",,3930
25-1065,"Political science teachers, postsecondary",,15180
25-1066,"Psychology teachers, postsecondary",,33450
25-1067,"Sociology teachers, postsecondary",,16380
25-1069,"Social sciences teachers, postsecondary, all other",,5830
25-1071,"Health specialties teachers, postsecondary",,133070
25-1072,"Nursing instructors and teachers, postsecondary",,49140
25-1081,"Education teachers, postsecondary",,56880
25-1082,"Library science teachers, postsecondary",,3940
25-1111,"Criminal justice and law enforcement teachers, postsecondary",,12610
25-1112,"Law teachers, postsecondary",,12690
25-1113,"Social work teachers, postsecondary",,8290
25-1121,"Art, drama, and music teachers, postsecondary",,80790
25-1122,"Communications teachers, postsecondary",,25090
25-1123,"English language and literature teachers, postsecondary",,65490
25-1124,"Foreign language and literature teachers, postsecondary",,27020
25-1125,"History teachers, postsecondary",,21810
25-1126,"Philosophy and religion teachers, postsecondary",,19630
25-1191,Graduate teaching assistants,,122120
25-1192,"Home economics teachers, postsecondary",,4800
25-1193,"Recreation and fitness studies teachers, postsecondary",,16850
25-1194,"Vocational education teachers, postsecondary",,114420
25-1199,"Postsecondary teachers, all other",,205760
25-2011,"Preschool teachers, except special education",,389660
25-2012,"Kindergarten teachers, except special education",,181810
25-2021,"Elementary school teachers, except special education",,1544300
25-2022,"Middle school teachers, except special and vocational education",,665420
25-2023,"Vocational education teachers, middle school",,14060
25-2031,"Secondary school teachers, except special and vocational education",,1091710
25-2032,"Vocational education teachers, secondary school",,92980
25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,228580
25-2042,"Special education teachers, middle school",,102490
25-2043,"Special education teachers, secondary school",,146240
25-3011,"Adult literacy, remedial education, and GED teachers and instructors",,68430
25-3021,Self-enrichment education teachers,,162330
25-3099,"Teachers and instructors, all other",,599500
25-4011,Archivists,,4900
25-4012,Curators,,10410
25-4013,Museum technicians and conservators,,10170
25-4021,Librarians,,150520
25-4031,Library technicians,,111390
25-9011,Audio-visual collections specialists,,6800
25-9021,Farm and home management advisors,,9830
25-9031,Instructional coordinators,,124480
25-9041,Teacher assistants,,1275410
25-9099,"Education, training, and library workers, all other",,104500
27-0000,"Arts, design, entertainment, sports, and media occupations",major,1745670
27-1011,Art directors,,31660
27-1012,Craft artists,,5380
27-1013,"Fine artists, including painters, sculptors, and illustrators",,8900
27-1014,Multi-media artists and animators,,28800
27-1019,"Artists and related workers, all other",,8100
27-1021,Commercial and industrial designers,,29170
27-1022,Fashion designers,,15780
27-1023,Floral designers,,51470
27-1024,Graphic designers,,200870
27-1025,Interior designers,,46010
27-1026,Merchandise displayers and window trimmers,,61280
27-1027,Set and exhibit designers,,7940
27-1029,"Designers, all other",,10510
27-2011,Actors,,39880
27-2012,Producers and directors,,79780
27-2021,Athletes and sports competitors,,13620
27-2022,Coaches and scouts,,179830
27-2023,"Umpires, referees, and other sports officials",,14860
27-2031,Dancers,,10700
27-2032,Choreographers,,14700
27-2041,Music directors and composers,,14330
27-2042,Musicians and singers,,47260
27-2099,"Entertainers and performers, sports and related workers, all other",,23500
27-3011,Radio and television announcers,,35130
27-3012,Public address system and other announcers,,7280
27-3021,Broadcast news analysts,,5820
27-3022,Reporters and correspondents,,46130
27-3031,Public relations specialists,,242670
27-3041,Editors,,105040
27-3042,Technical writers,,46270
27-3043,Writers and authors,,43390
27-3091,Interpreters and translators,,40000
27-3099,"Media and communication workers, all other",,25460
27-4011,Audio and video equipment technicians,,46070
27-4012,Broadcast technicians,,31220
27-4013,Radio operators,,870
27-4014,Sound engineering technicians,,15560
27-4021,Photographers,,57760
27-4031,"Camera operators, television, video, and motion picture",,17540
27-4032,Film and video editors,,17550
27-4099,"Media and communication equipment workers, all other",,17610
29-0000,Healthcare practitioner and technical occupations,major,7200950
29-1011,Chiropractors,,26310
29-1021,"Dentists, general",,86270
29-1022,Oral and maxillofacial surgeons,,5390
29-1023,Orthodontists,,5410
29-1024,Prosthodontists,,660
29-1029,"Dentists, all other specialists",,5010
29-1031,Dietitians and nutritionists,,53220
29-1041,Optometrists,,26480
29-1051,Pharmacists,,267860
29-1061,Anesthesiologists,,37450
29-1062,Family and general practitioners,,99000
29-1063,"Internists, general",,48270
29-1064,Obstetricians and gynecologists,,20380
29-1065,"Pediatricians, general",,29460
29-1066,Psychiatrists,,22210
29-1067,Surgeons,,44560
29-1069,"Physicians and surgeons, all other",,274160
29-1071,Physician assistants,,76900
29-1081,Podiatrists,,9720
29-1111,Registered nurses,,2583770
29-1121,Audiologists,,12590
29-1122,Occupational therapists,,97840
29-1123,Physical therapists,,174490
29-1124,Radiation therapists,,15570
29-1125,Recreational therapists,,21960
29-1126,Respiratory therapists,,107270
29-1127,Speech-language pathologists,,111640
29-1129,"Therapists, all other",,13440
29-1131,Veterinarians,,54130
29-1199,"Health diagnosing and treating practitioners, all other",,32960
29-2011,Medical and clinical laboratory technologists,,166860
29-2012,Medical and clinical laboratory technicians,,152420
29-2021,Dental hygienists,,173900
29-2031,Cardiovascular technologists and technicians,,48070
29-2032,Diagnostic medical sonographers,,51630
29-2033,Nuclear medicine technologists,,21670
29-2034,Radiologic technologists and technicians,,213560
29-2041,Emergency medical technicians and paramedics,,217920
29-2051,Dietetic technicians,,24510
29-2052,Pharmacy technicians,,331890
29-2053,Psychiatric technicians,,70730
29-2054,Respiratory therapy technicians,,15100
29-2055,Surgical technologists,,91250
29-2056,Veterinary technologists and technicians,,79200
29-2061,Licensed practical and licensed vocational nurses,,728670
29-2071,Medical records and health information technicians,,170580
29-2081,"Opticians, dispensing",,60840
29-2091,Orthotists and prosthetists,,5470
29-2099,"Health technologists and technicians, all other",,78600
29-9011,Occupational health and safety specialists,,51850
29-9012,Occupational health and safety technicians,,10070
29-9091,Athletic trainers,,15260
29-9099,"Healthcare practitioners and technical workers, all other",,56520
31-0000,Healthcare support occupations,major,3886690
31-1011,Home health aides,,955220
31-1012,"Nursing aides, orderlies, and attendants",,1438010
31-1013,Psychiatric aides,,62610
31-2011,Occupational therapist assistants,,26680
31-2012,Occupational therapist aides,,8040
31-2021,Physical therapist assistants,,63750
31-2022,Physical therapist aides,,44160
31-9011,Massage therapists,,55920
31-9091,Dental assistants,,294020
31-9092,Medical assistants,,495970
31-9093,Medical equipment preparers,,47070
31-9094,Medical transcriptionists,,82810
31-9095,Pharmacy aides,,52230
31-9096,Veterinary assistants and laboratory animal caretakers,,71350
31-9099,"Healthcare support workers, all other",,188850
33-0000,Protective service occupations,major,3172420
33-1011,First-line supervisors/managers of correctional officers,,45540
33-1012,First-line supervisors/managers of police and detectives,,99900
33-1021,First-line supervisors/managers of fire fighting and prevention workers,,57750
33-1099,"First-line supervisors/managers, protective service workers, all other",,49360
33-2011,Fire fighters,,305500
33-2021,Fire inspectors and investigators,,12180
33-2022,Forest fire inspectors and prevention specialists,,1540
33-3011,Bailiffs,,17140
33-3012,Correctional officers and jailers,,455350
33-3021,Detectives and criminal investigators,,110380
33-3031,Fish and game wardens,,7530
33-3041,Parking enforcement workers,,9670
33-3051,Police and sheriff's patrol officers,,641590
33-3052,Transit and railroad police,,3930
33-9011,Animal control workers,,15320
33-9021,Private detectives and investigators,,31250
33-9031,Gaming surveillance officers and gaming investigators,,7670
33-9032,Security guards,,1028830
33-9091,Crossing guards,,68470
33-9092,"Lifeguards, ski patrol, and other recreational protective service workers",,115640
33-9099,"Protective service workers, all other",,87880
35-0000,Food preparation and serving related occupations,major,11218260
35-1011,Chefs and head cooks,,94300
35-1012,First-line supervisors/managers of food preparation and serving workers,,791750
35-2011,"Cooks, fast food",,539520
35-2012,"Cooks, institution and cafeteria",,383540
35-2013,"Cooks, private household",,770
35-2014,"Cooks, restaurant",,898820
35-2015,"Cooks, short order",,166140
35-2019,"Cooks, all other",,19210
35-2021,Food preparation workers,,849400
35-3011,Bartenders,,492480
35-3021,"Combined food preparation and serving workers, including fast food",,2695740
35-3022,"Counter attendants, cafeteria, food concession, and coffee shop",,490980
35-3031,Waiters and waitresses,,2302070
35-3041,"Food servers, nonrestaurant",,194950
35-9011,Dining room and cafeteria attendants and bartender helpers,,402020
35-9021,Dishwashers,,512990
35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",,334310
35-9099,"Food preparation and serving related workers, all other",,49260
37-0000,Building and grounds cleaning and maintenance occupations,major,4269480
37-1011,First-line supervisors/managers of housekeeping and janitorial workers,,177730
37-1012,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,103540
37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",,2090400
37-2012,Maids and housekeeping cleaners,,887890
37-2019,"Building cleaning workers, all other",,12290
37-2021,Pest control workers,,63500
37-3011,Landscaping and groundskeeping workers,,859960
37-3012,"Pesticide handlers, sprayers, and applicators, vegetation",,23530
37-3013,Tree trimmers and pruners,,37830
37-3019,"Grounds maintenance workers, all other",,12840
39-0000,Personal care and service occupations,major,3461910
39-1011,Gaming supervisors,,24760
39-1012,Slot key persons,,14310
39-1021,First-line supervisors/managers of personal service workers,,129890
39-2011,Animal trainers,,10080
39-2021,Nonfarm animal caretakers,,132860
39-3011,Gaming dealers,,86900
39-3012,Gaming and sports book writers and runners,,14790
39-3019,"Gaming service workers, all other",,12050
39-3021,Motion picture projectionists,,10310
39-3031,"Ushers, lobby attendants, and ticket takers",,104360
39-3091,Amusement and recreation attendants,,257350
39-3092,Costume attendants,,5150
39-3093,"Locker room, coatroom, and dressing room attendants",,18470
39-3099,"Entertainment attendants and related workers, all other",,45080
39-4011,Embalmers,,8190
39-4021,Funeral attendants,,31900
39-5011,Barbers,,10550
39-5012,"Hairdressers, hairstylists, and cosmetologists",,349210
39-5091,"Makeup artists, theatrical and performance",,1930
39-5092,Manicurists and pedicurists,,53020
39-5093,Shampooers,,16170
39-5094,Skin care specialists,,28210
39-6011,Baggage porters and bellhops,,49380
39-6012,Concierges,,20470
39-6021,Tour guides and escorts,,31630
39-6022,Travel guides,,4270
39-6031,Flight attendants,,95810
39-6032,"Transportation attendants, except flight attendants and baggage porters",,22450
39-9011,Child care workers,,595650
39-9021,Personal and home care aides,,630740
39-9031,Fitness trainers and aerobics instructors,,228170
39-9032,Recreation workers,,286230
39-9041,Residential advisors,,57280
39-9099,"Personal care and service workers, all other",,74310
41-0000,Sales and related occupations,major,13715050
41-1011,First-line supervisors/managers of retail sales workers,,1163040
41-1012,First-line supervisors/managers of non-retail sales workers,,261200
41-2011,Cashiers,,3439380
41-2012,Gaming change persons and booth cashiers,,19480
41-2021,Counter and rental clerks,,416950
41-2022,Parts salespersons,,208350
41-2031,Retail salespersons,,4209500
41-3011,Advertising sales agents,,152420
41-3021,Insurance sales agents,,325710
41-3031,"Securities, commodities, and financial services sales agents",,271670
41-3041,Travel agents,,76990
41-3099,"Sales representatives, services, all other",,543560
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,406140
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,1409780
41-9011,Demonstrators and product promoters,,80910
41-9012,Models,,1510
41-9021,Real estate brokers,,48380
41-9022,Real estate sales agents,,151550
41-9031,Sales engineers,,71640
41-9041,Telemarketers,,307730
41-9091,"Door-to-door sales workers, news and street vendors, and related workers",,8460
41-9099,"Sales and related workers, all other",,140680
43-0000,Office and administrative support occupations,major,22336450
43-1011,First-line supervisors/managers of office and administrative support workers,,1381060
43-2011,"Switchboard operators, including answering service",,146980
43-2021,Telephone operators,,21960
43-2099,"Communications equipment operators, all other",,2810
43-3011,Bill and account collectors,,403100
43-3021,Billing and posting clerks and machine operators,,493780
43-3031,"Bookkeeping, accounting, and auditing clerks",,1757870
43-3041,Gaming cage workers,,16070
43-3051,Payroll and timekeeping clerks,,190810
43-3061,Procurement clerks,,78150
43-3071,Tellers,,576580
43-4011,Brokerage clerks,,62470
43-4021,Correspondence clerks,,10370
43-4031,"Court, municipal, and license clerks",,120690
43-4041,"Credit authorizers, checkers, and clerks",,57220
43-4051,Customer service representatives,,2195860
43-4061,"Eligibility interviewers, government programs",,110850
43-4071,File clerks,,188510
43-4081,"Hotel, motel, and resort desk clerks",,224360
43-4111,"Interviewers, except eligibility and loan",,215930
43-4121,"Library assistants, clerical",,115310
43-4131,Loan interviewers and clerks,,195310
43-4141,New accounts clerks,,81650
43-4151,Order clerks,,227190
43-4161,"Human resources assistants, except payroll and timekeeping",,161920
43-4171,Receptionists and information clerks,,1052120
43-4181,Reservation and transportation ticket agents and travel clerks,,142500
43-4199,All other information and record clerks,,212090
43-5011,Cargo and freight agents,,82440
43-5021,Couriers and messengers,,93460
43-5031,"Police, fire, and ambulance dispatchers",,98090
43-5032,"Dispatchers, except police, fire, and ambulance",,185100
43-5041,"Meter readers, utilities",,42330
43-5051,Postal service clerks,,73690
43-5052,Postal service mail carriers,,339030
43-5053,"Postal service mail sorters, processors, and processing machine operators",,162940
43-5061,"Production, planning, and expediting clerks",,274140
43-5071,"Shipping, receiving, and traffic clerks",,715130
43-5081,Stock clerks and order fillers,,1864410
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,69890
43-6011,Executive secretaries and administrative assistants,,1361170
43-6012,Legal secretaries,,244380
43-6013,Medical secretaries,,469740
43-6014,"Secretaries, except legal, medical, and executive",,1797670
43-9011,Computer operators,,94730
43-9021,Data entry keyers,,243550
43-9022,Word processors and typists,,109470
43-9031,Desktop publishers,,22810
43-9041,Insurance claims and policy processing clerks,,235480
43-9051,"Mail clerks and mail machine operators, except postal service",,131750
43-9061,"Office clerks, general",,2815240
43-9071,"Office machine operators, except computer",,70230
43-9081,Proofreaders and copy markers,,14050
43-9111,Statistical assistants,,15900
43-9199,"Office and administrative support workers, all other",,266090
45-0000,"Farming, fishing, and forestry occupations",major,419200
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",,20200
45-1012,Farm labor contractors,,1000
45-2011,Agricultural inspectors,,14030
45-2021,Animal breeders,,1700
45-2041,"Graders and sorters, agricultural products",,40160
45-2091,Agricultural equipment operators,,22420
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,233650
45-2093,"Farmworkers, farm and ranch animals",,35000
45-2099,"Agricultural workers, all other",,7420
45-3011,Fishers and related fishing workers,,670
45-4011,Forest and conservation workers,,5840
45-4021,Fallers,,6480
45-4022,Logging equipment operators,,23630
45-4023,Log graders and scalers,,2940
45-4029,"Logging workers, all other",,4010
47-0000,Construction and extraction occupations,major,5751630
47-1011,First-line supervisors/managers of construction trades and extraction workers,,531840
47-2011,Boilermakers,,22400
47-2021,Brickmasons and blockmasons,,87780
47-2022,Stonemasons,,14080
47-2031,Carpenters,,743760
47-2041,Carpet installers,,29080
47-2042,"Floor layers, except carpet, wood, and hard tiles",,11870
47-2043,Floor sanders and finishers,,7000
47-2044,Tile and marble setters,,41140
47-2051,Cement masons and concrete finishers,,165700
47-2053,Terrazzo workers and finishers,,4290
47-2061,Construction laborers,,856440
47-2071,"Paving, surfacing, and tamping equipment operators",,54850
47-2072,Pile-driver operators,,4240
47-2073,Operating engineers and other construction equipment operators,,368200
47-2081,Drywall and ceiling tile installers,,102880
47-2082,Tapers,,24050
47-2111,Electricians,,579150
47-2121,Glaziers,,46400
47-2131,"Insulation workers, floor, ceiling, and wall",,26500
47-2132,"Insulation workers, mechanical",,29620
47-2141,"Painters, construction and maintenance",,214240
47-2142,Paperhangers,,5140
47-2151,Pipelayers,,49190
47-2152,"Plumbers, pipefitters, and steamfitters",,400970
47-2161,Plasterers and stucco masons,,34280
47-2171,Reinforcing iron and rebar workers,,24200
47-2181,Roofers,,108180
47-2211,Sheet metal workers,,146690
47-2221,Structural iron and steel workers,,65130
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,40770
47-3012,Helpers--carpenters,,62020
47-3013,Helpers--electricians,,90930
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",,15740
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,68270
47-3016,Helpers--roofers,,15440
47-3019,"Helpers, construction trades, all other",,21390
47-4011,Construction and building inspectors,,90730
47-4021,Elevator installers and repairers,,23450
47-4031,Fence erectors,,21840
47-4041,Hazardous materials removal workers,,41100
47-4051,Highway maintenance workers,,139490
47-4061,Rail-track laying and maintenance equipment operators,,14880
47-4071,Septic tank servicers and sewer pipe cleaners,,24690
47-4091,Segmental pavers,,1040
47-4099,"Construction and related workers, all other",,47630
47-5011,"Derrick operators, oil and gas",,21080
47-5012,"Rotary drill operators, oil and gas",,25500
47-5013,"Service unit operators, oil, gas, and mining",,36450
47-5021,"Earth drillers, except oil and gas",,17850
47-5031,"Explosives workers, ordnance handling experts, and blasters",,6280
47-5041,Continuous mining machine operators,,11230
47-5042,Mine cutting and channeling machine operators,,7940
47-5049,"Mining machine operators, all other",,4830
47-5051,"Rock splitters, quarry",,3430
47-5061,"Roof bolters, mining",,5470
47-5071,"Roustabouts, oil and gas",,61320
47-5081,Helpers--extraction workers,,24210
47-5099,"Extraction workers, all other",,7340
49-0000,"Installation, maintenance, and repair occupations",major,5114150
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",,427560
49-2011,"Computer, automated teller, and office machine repairers",,111600
49-2021,Radio mechanics,,5690
49-2022,"Telecommunications equipment installers and repairers, except line installers",,189850
49-2091,Avionics technicians,,17960
49-2092,"Electric motor, power tool, and related repairers",,20660
49-2093,"Electrical and electronics installers and repairers, transportation equipment",,13900
49-2094,"Electrical and electronics repairers, commercial and industrial equipment",,72520
49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",,22870
49-2096,"Electronic equipment installers and repairers, motor vehicles",,17090
49-2097,Electronic home entertainment equipment installers and repairers,,34200
49-2098,Security and fire alarm systems installers,,63690
49-3011,Aircraft mechanics and service technicians,,112130
49-3021,Automotive body and related repairers,,133290
49-3022,Automotive glass installers and repairers,,15920
49-3023,Automotive service technicians and mechanics,,606990
49-3031,Bus and truck mechanics and diesel engine specialists,,232810
49-3041,Farm equipment mechanics,,30250
49-3042,"Mobile heavy equipment mechanics, except engines",,120450
49-3043,Rail car repairers,,20910
49-3051,Motorboat mechanics,,18180
49-3052,Motorcycle mechanics,,16070
49-3053,Outdoor power equipment and other small engine mechanics,,26010
49-3091,Bicycle repairers,,9290
49-3092,Recreational vehicle service technicians,,10860
49-3093,Tire repairers and changers,,92440
49-9011,Mechanical door repairers,,15330
49-9012,"Control and valve installers and repairers, except mechanical door",,42180
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",,244410
49-9031,Home appliance repairers,,34670
49-9041,Industrial machinery mechanics,,276230
49-9042,"Maintenance and repair workers, general",,1268930
49-9043,"Maintenance workers, machinery",,66390
49-9044,Millwrights,,41640
49-9045,"Refractory materials repairers, except brickmasons",,2080
49-9051,Electrical power-line installers and repairers,,108980
49-9052,Telecommunications line installers and repairers,,162400
49-9061,Camera and photographic equipment repairers,,3290
49-9062,Medical equipment repairers,,34550
49-9063,Musical instrument repairers and tuners,,5580
49-9064,Watch repairers,,2350
49-9069,"Precision instrument and equipment repairers, all other",,13240
49-9091,"Coin, vending, and amusement machine servicers and repairers",,38470
49-9092,Commercial divers,,3030
49-9093,"Fabric menders, except garment",,840
49-9094,Locksmiths and safe repairers,,16910
49-9095,Manufactured building and mobile home installers,,6780
49-9096,Riggers,,13310
49-9097,Signal and track switch repairers,,6450
