OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
49-9092,Commercial divers,,2230
49-9093,"Fabric menders, except garment",,2150
49-9094,Locksmiths and safe repairers,,15540
49-9095,Manufactured building and mobile home installers,,12150
49-9096,Riggers,,12480
49-9097,Signal and track switch repairers,,7780
49-9098,"Helpers--installation, maintenance, and repair workers",,157310
49-9099,"Installation, maintenance, and repair workers, all other",,137650
51-0000,Production occupations,major,10128200
51-1011,First-line supervisors/managers of production and operating workers,,696750
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",,18710
51-2021,"Coil winders, tapers, and finishers",,27360
51-2022,Electrical and electronic equipment assemblers,,217360
51-2023,Electromechanical equipment assemblers,,51370
51-2031,Engine and other machine assemblers,,45730
51-2041,Structural metal fabricators and fitters,,86240
51-2091,Fiberglass laminators and fabricators,,30250
51-2092,Team assemblers,,1208270
51-2093,"Timing device assemblers, adjusters, and calibrators",,3150
51-2099,"Assemblers and fabricators, all other",,259830
51-3011,Bakers,,150900
51-3021,Butchers and meat cutters,,131490
51-3022,"Meat, poultry, and fish cutters and trimmers",,137370
51-3023,Slaughterers and meat packers,,134140
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,18110
51-3092,Food batchmakers,,85010
51-3093,Food cooking machine operators and tenders,,41810
51-4011,"Computer-controlled machine tool operators, metal and plastic",,124330
51-4012,Numerical tool and process control programmers,,17310
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,88980
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,37890
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,37210
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,248800
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,41940
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,98770
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,70230
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,30280
51-4041,Machinists,,361280
51-4051,Metal-refining furnace operators and tenders,,17150
51-4052,"Pourers and casters, metal",,13670
51-4061,"Model makers, metal and plastic",,8030
51-4062,"Patternmakers, metal and plastic",,5930
51-4071,Foundry mold and coremakers,,17320
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,156480
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,97060
51-4111,Tool and die makers,,99390
51-4121,"Welders, cutters, solderers, and brazers",,344970
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,47210
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,25690
51-4192,"Lay-out workers, metal and plastic",,11240
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,38620
51-4194,"Tool grinders, filers, and sharpeners",,19750
51-4199,"Metal workers and plastic workers, all other",,53050
51-5011,Bindery workers,,73240
51-5012,Bookbinders,,7160
51-5021,Job printers,,56770
51-5022,Prepress technicians and workers,,76190
51-5023,Printing machine operators,,184230
51-6011,Laundry and dry-cleaning workers,,218610
51-6021,"Pressers, textile, garment, and related materials",,80520
51-6031,Sewing machine operators,,242500
51-6041,Shoe and leather workers and repairers,,7840
51-6042,Shoe machine operators and tenders,,4530
51-6051,"Sewers, hand",,12430
51-6052,"Tailors, dressmakers, and custom sewers",,27180
51-6061,Textile bleaching and dyeing machine operators and tenders,,21480
51-6062,"Textile cutting machine setters, operators, and tenders",,25320
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,45320
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,53490
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,23040
51-6092,Fabric and apparel patternmakers,,9340
51-6093,Upholsterers,,38550
51-6099,"Textile, apparel, and furnishings workers, all other",,21920
51-7011,Cabinetmakers and bench carpenters,,121380
51-7021,Furniture finishers,,25770
51-7031,"Model makers, wood",,3210
51-7032,"Patternmakers, wood",,2500
51-7041,"Sawing machine setters, operators, and tenders, wood",,56500
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,88870
51-7099,"Woodworkers, all other",,12190
51-8011,Nuclear power reactor operators,,4300
51-8012,Power distributors and dispatchers,,8290
51-8013,Power plant operators,,33350
51-8021,Stationary engineers and boiler operators,,46870
51-8031,Water and liquid waste treatment plant and system operators,,92120
51-8091,Chemical plant and system operators,,59980
51-8092,Gas plant operators,,10670
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,42300
51-8099,"Plant and system operators, all other",,14930
51-9011,Chemical equipment operators and tenders,,48450
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,38000
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,42600
51-9022,"Grinding and polishing workers, hand",,44210
51-9023,"Mixing and blending machine setters, operators, and tenders",,119320
51-9031,"Cutters and trimmers, hand",,28780
51-9032,"Cutting and slicing machine setters, operators, and tenders",,73250
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,73970
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,29750
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,495430
51-9071,Jewelers and precious stone and metal workers,,26360
51-9081,Dental laboratory technicians,,44540
51-9082,Medical appliance technicians,,10080
51-9083,Ophthalmic laboratory technicians,,25170
51-9111,Packaging and filling machine operators and tenders,,411660
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,96510
51-9122,"Painters, transportation equipment",,49810
51-9123,"Painting, coating, and decorating workers",,26990
51-9131,Photographic process workers,,31610
51-9132,Photographic processing machine operators,,53350
51-9141,Semiconductor processors,,44440
51-9191,Cementing and gluing machine operators and tenders,,24630
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,16860
51-9193,Cooling and freezing equipment operators and tenders,,8790
51-9194,Etchers and engravers,,8490
51-9195,"Molders, shapers, and casters, except metal and plastic",,37930
51-9196,"Paper goods machine setters, operators, and tenders",,109560
51-9197,Tire builders,,17960
51-9198,Helpers--production workers,,480430
51-9199,"Production workers, all other",,299950
53-0000,Transportation and material moving occupations,major,9581320
53-1011,Aircraft cargo handling supervisors,,7460
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,169860
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,222590
53-2011,"Airline pilots, copilots, and flight engineers",,78490
53-2012,Commercial pilots,,21370
53-2021,Air traffic controllers,,22260
53-2022,Airfield operations specialists,,4810
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,17410
53-3021,"Bus drivers, transit and intercity",,183710
53-3022,"Bus drivers, school",,475430
53-3031,Driver/sales workers,,406910
53-3032,"Truck drivers, heavy and tractor-trailer",,1553370
53-3033,"Truck drivers, light or delivery services",,938730
53-3041,Taxi drivers and chauffeurs,,132650
53-3099,"Motor vehicle operators, all other",,85520
53-4011,Locomotive engineers,,31180
53-4012,Locomotive firers,,620
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,6170
53-4021,"Railroad brake, signal, and switch operators",,16410
53-4031,Railroad conductors and yardmasters,,35720
53-4041,Subway and streetcar operators,,8900
53-4099,"Rail transportation workers, all other",,7680
53-5011,Sailors and marine oilers,,27570
53-5021,"Captains, mates, and pilots of water vessels",,25200
53-5022,Motorboat operators,,2830
53-5031,Ship engineers,,10330
53-6011,Bridge and lock tenders,,3500
53-6021,Parking lot attendants,,120080
53-6031,Service station attendants,,90640
53-6041,Traffic technicians,,6240
53-6051,Transportation inspectors,,24140
53-6099,"Transportation workers, all other",,51850
53-7011,Conveyor operators and tenders,,54380
53-7021,Crane and tower operators,,43570
53-7031,Dredge operators,,1730
53-7032,Excavating and loading machine and dragline operators,,67080
53-7033,"Loading machine operators, underground mining",,3330
53-7041,Hoist and winch operators,,5550
53-7051,Industrial truck and tractor operators,,631530
53-7061,Cleaners of vehicles and equipment,,330520
53-7062,"Laborers and freight, stock, and material movers, hand",,2390910
53-7063,Machine feeders and offbearers,,149500
53-7064,"Packers and packagers, hand",,872260
53-7071,Gas compressor and gas pumping station operators,,4680
53-7072,"Pump operators, except wellhead pumpers",,9810
53-7073,Wellhead pumpers,,10040
53-7081,Refuse and recyclable material collectors,,139920
53-7111,Shuttle car operators,,3000
53-7121,"Tank car, truck, and ship loaders",,16530
53-7199,"Material moving workers, all other",,57390
