OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
19-4031,Chemical technicians,,65830
19-4041,Geological and petroleum technicians,,14570
19-4051,Nuclear technicians,,6360
19-4061,Social science research assistants,,18120
19-4091,"Environmental science and protection technicians, including health",,33370
19-4092,Forensic science technicians,,11990
19-4093,Forest and conservation technicians,,30850
19-4099,"Life, physical, and social science technicians, all other",,58070
21-0000,Community and social services occupations,major,1861750
21-1011,Substance abuse and behavioral disorder counselors,,79180
21-1012,"Educational, vocational, and school counselors",,243100
21-1013,Marriage and family therapists,,24520
21-1014,Mental health counselors,,104650
21-1015,Rehabilitation counselors,,112700
21-1019,"Counselors, all other",,29980
21-1021,"Child, family, and school social workers",,274140
21-1022,Medical and public health social workers,,131730
21-1023,Mental health and substance abuse social workers,,131010
21-1029,"Social workers, all other",,68230
21-1091,Health educators,,62120
21-1092,Probation officers and correctional treatment specialists,,97130
21-1093,Social and human service assistants,,332880
21-1099,"Community and social service specialists, all other",,107910
21-2011,Clergy,,42040
21-2021,"Directors, religious activities and education",,14790
21-2099,"Religious workers, all other",,5640
23-0000,Legal occupations,major,1003270
23-1011,Lawyers,,553690
23-1021,"Administrative law judges, adjudicators, and hearing officers",,13370
23-1022,"Arbitrators, mediators, and conciliators",,9570
23-1023,"Judges, magistrate judges, and magistrates",,25470
23-2011,Paralegals and legal assistants,,253040
23-2091,Court reporters,,17930
23-2092,Law clerks,,31500
23-2093,"Title examiners, abstractors, and searchers",,59390
23-2099,"Legal support workers, all other",,39310
25-0000,"Education, training, and library occupations",major,8451250
25-1011,"Business teachers, postsecondary",,69690
25-1021,"Computer science teachers, postsecondary",,32520
25-1022,"Mathematical science teachers, postsecondary",,45710
25-1031,"Architecture teachers, postsecondary",,6430
25-1032,"Engineering teachers, postsecondary",,32070
25-1041,"Agricultural sciences teachers, postsecondary",,10000
25-1042,"Biological science teachers, postsecondary",,51930
25-1043,"Forestry and conservation science teachers, postsecondary",,2450
25-1051,"Atmospheric, earth, marine, and space sciences teachers, postsecondary",,9650
25-1052,"Chemistry teachers, postsecondary",,19950
25-1053,"Environmental science teachers, postsecondary",,4870
25-1054,"Physics teachers, postsecondary",,12350
25-1061,"Anthropology and archeology teachers, postsecondary",,5500
25-1062,"Area, ethnic, and cultural studies teachers, postsecondary",,7570
25-1063,"Economics teachers, postsecondary",,12540
25-1064,"Geography teachers, postsecondary",,4030
25-1065,"Political science teachers, postsecondary",,14340
25-1066,"Psychology teachers, postsecondary",,31420
25-1067,"Sociology teachers, postsecondary",,16440
25-1069,"Social sciences teachers, postsecondary, all other",,5720
25-1071,"Health specialties teachers, postsecondary",,125100
25-1072,"Nursing instructors and teachers, postsecondary",,46890
25-1081,"Education teachers, postsecondary",,55880
25-1082,"Library science teachers, postsecondary",,3960
25-1111,"Criminal justice and law enforcement teachers, postsecondary",,11630
25-1112,"Law teachers, postsecondary",,12490
25-1113,"Social work teachers, postsecondary",,7930
25-1121,"Art, drama, and music teachers, postsecondary",,76810
25-1122,"Communications teachers, postsecondary",,24360
25-1123,"English language and literature teachers, postsecondary",,62230
25-1124,"Foreign language and literature teachers, postsecondary",,26400
25-1125,"History teachers, postsecondary",,21020
25-1126,"Philosophy and religion teachers, postsecondary",,18370
25-1191,Graduate teaching assistants,,124380
25-1192,"Home economics teachers, postsecondary",,4820
25-1193,"Recreation and fitness studies teachers, postsecondary",,17410
25-1194,"Vocational education teachers, postsecondary",,112940
25-1199,"Postsecondary teachers, all other",,242780
25-2011,"Preschool teachers, except special education",,392170
25-2012,"Kindergarten teachers, except special education",,174530
25-2021,"Elementary school teachers, except special education",,1544270
25-2022,"Middle school teachers, except special and vocational education",,661820
25-2023,"Vocational education teachers, middle school",,15720
25-2031,"Secondary school teachers, except special and vocational education",,1090490
25-2032,"Vocational education teachers, secondary school",,99800
25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,226250
25-2042,"Special education teachers, middle school",,100650
25-2043,"Special education teachers, secondary school",,147210
25-3011,"Adult literacy, remedial education, and GED teachers and instructors",,73050
25-3021,Self-enrichment education teachers,,163190
25-3099,"Teachers and instructors, all other",,574540
25-4011,Archivists,,5330
25-4012,Curators,,10820
25-4013,Museum technicians and conservators,,10200
25-4021,Librarians,,151170
25-4031,Library technicians,,113510
25-9011,Audio-visual collections specialists,,6160
25-9021,Farm and home management advisors,,10760
25-9031,Instructional coordinators,,122180
25-9041,Teacher assistants,,1266900
25-9099,"Education, training, and library workers, all other",,99900
27-0000,"Arts, design, entertainment, sports, and media occupations",major,1804940
27-1011,Art directors,,33670
27-1012,Craft artists,,5440
27-1013,"Fine artists, including painters, sculptors, and illustrators",,9380
27-1014,Multi-media artists and animators,,31500
27-1019,"Artists and related workers, all other",,8470
27-1021,Commercial and industrial designers,,32940
27-1022,Fashion designers,,16920
27-1023,Floral designers,,57500
27-1024,Graphic designers,,209290
27-1025,Interior designers,,53290
27-1026,Merchandise displayers and window trimmers,,63320
27-1027,Set and exhibit designers,,7940
27-1029,"Designers, all other",,11160
27-2011,Actors,,44360
27-2012,Producers and directors,,78060
27-2021,Athletes and sports competitors,,13960
27-2022,Coaches and scouts,,175720
27-2023,"Umpires, referees, and other sports officials",,12970
27-2031,Dancers,,11370
27-2032,Choreographers,,13860
27-2041,Music directors and composers,,9120
27-2042,Musicians and singers,,47030
27-2099,"Entertainers and performers, sports and related workers, all other",,36190
27-3011,Radio and television announcers,,37290
27-3012,Public address system and other announcers,,8280
27-3021,Broadcast news analysts,,6310
27-3022,Reporters and correspondents,,50690
27-3031,Public relations specialists,,240610
27-3041,Editors,,110010
27-3042,Technical writers,,47460
27-3043,Writers and authors,,44170
27-3091,Interpreters and translators,,36610
27-3099,"Media and communication workers, all other",,24470
27-4011,Audio and video equipment technicians,,45200
27-4012,Broadcast technicians,,33550
27-4013,Radio operators,,820
27-4014,Sound engineering technicians,,16600
27-4021,Photographers,,61670
27-4031,"Camera operators, television, video, and motion picture",,19270
27-4032,Film and video editors,,18720
27-4099,"Media and communication equipment workers, all other",,19770
29-0000,Healthcare practitioners and technical occupations,major,7076800
29-1011,Chiropractors,,27050
29-1021,"Dentists, general",,85910
29-1022,Oral and maxillofacial surgeons,,4760
29-1023,Orthodontists,,5500
29-1024,Prosthodontists,,370
29-1029,"Dentists, all other specialists",,4770
29-1031,Dietitians and nutritionists,,53630
29-1041,Optometrists,,25970
29-1051,Pharmacists,,266410
29-1061,Anesthesiologists,,34230
29-1062,Family and general practitioners,,106210
29-1063,"Internists, general",,46980
29-1064,Obstetricians and gynecologists,,19750
29-1065,"Pediatricians, general",,29170
29-1066,Psychiatrists,,22140
29-1067,Surgeons,,47070
29-1069,"Physicians and surgeons, all other",,262850
29-1071,Physician assistants,,71950
29-1081,Podiatrists,,9670
29-1111,Registered nurses,,2542760
29-1121,Audiologists,,12480
29-1122,Occupational therapists,,94800
29-1123,Physical therapists,,167300
29-1124,Radiation therapists,,14850
29-1125,Recreational therapists,,22510
29-1126,Respiratory therapists,,103870
29-1127,Speech-language pathologists,,107340
29-1129,"Therapists, all other",,12960
29-1131,Veterinarians,,53110
29-1199,"Health diagnosing and treating practitioners, all other",,34890
29-2011,Medical and clinical laboratory technologists,,166510
29-2012,Medical and clinical laboratory technicians,,149670
29-2021,Dental hygienists,,173090
29-2031,Cardiovascular technologists and technicians,,48040
29-2032,Diagnostic medical sonographers,,48920
29-2033,Nuclear medicine technologists,,21200
29-2034,Radiologic technologists and technicians,,208570
29-2041,Emergency medical technicians and paramedics,,207610
29-2051,Dietetic technicians,,24620
29-2052,Pharmacy technicians,,324110
29-2053,Psychiatric technicians,,54800
29-2054,Respiratory therapy technicians,,16210
29-2055,Surgical technologists,,89600
29-2056,Veterinary technologists and technicians,,78920
29-2061,Licensed practical and licensed vocational nurses,,730500
29-2071,Medical records and health information technicians,,168650
29-2081,"Opticians, dispensing",,59470
29-2091,Orthotists and prosthetists,,5490
29-2099,"Health technologists and technicians, all other",,74990
29-9011,Occupational health and safety specialists,,53250
29-9012,Occupational health and safety technicians,,10540
29-9091,Athletic trainers,,15070
29-9099,"Healthcare practitioners and technical workers, all other",,55750
31-0000,Healthcare support occupations,major,3779280
31-1011,Home health aides,,892410
31-1012,"Nursing aides, orderlies, and attendants",,1422720
31-1013,Psychiatric aides,,59050
31-2011,Occupational therapist assistants,,25610
31-2012,Occupational therapist aides,,7410
31-2021,Physical therapist assistants,,61820
31-2022,Physical therapist aides,,44410
31-9011,Massage therapists,,51250
31-9091,Dental assistants,,293090
31-9092,Medical assistants,,475950
31-9093,Medical equipment preparers,,44340
31-9094,Medical transcriptionists,,86200
31-9095,Pharmacy aides,,53190
31-9096,Veterinary assistants and laboratory animal caretakers,,71950
31-9099,"Healthcare support workers, all other",,189890
33-0000,Protective service occupations,major,3128960
33-1011,First-line supervisors/managers of correctional officers,,40840
33-1012,First-line supervisors/managers of police and detectives,,92840
33-1021,First-line supervisors/managers of fire fighting and prevention workers,,53300
33-1099,"First-line supervisors/managers, protective service workers, all other",,49310
33-2011,Fire fighters,,298900
33-2021,Fire inspectors and investigators,,12920
33-2022,Forest fire inspectors and prevention specialists,,1580
33-3011,Bailiffs,,19290
33-3012,Correctional officers and jailers,,428040
33-3021,Detectives and criminal investigators,,104480
33-3031,Fish and game wardens,,7720
33-3041,Parking enforcement workers,,9530
33-3051,Police and sheriff's patrol officers,,633710
33-3052,Transit and railroad police,,3830
33-9011,Animal control workers,,15480
33-9021,Private detectives and investigators,,35820
33-9031,Gaming surveillance officers and gaming investigators,,9100
33-9032,Security guards,,1046760
33-9091,Crossing guards,,68530
33-9092,"Lifeguards, ski patrol, and other recreational protective service workers",,111560
33-9099,"Protective service workers, all other",,85440
35-0000,Food preparation and serving related occupations,major,11438550
35-1011,Chefs and head cooks,,98040
35-1012,First-line supervisors/managers of food preparation and serving workers,,805360
35-2011,"Cooks, fast food",,559160
35-2012,"Cooks, institution and cafeteria",,370920
35-2013,"Cooks, private household",,960
35-2014,"Cooks, restaurant",,899620
35-2015,"Cooks, short order",,168770
35-2019,"Cooks, all other",,17340
35-2021,Food preparation workers,,880480
35-3011,Bartenders,,503420
35-3021,"Combined food preparation and serving workers, including fast food",,2708840
35-3022,"Counter attendants, cafeteria, food concession, and coffee shop",,527530
35-3031,Waiters and waitresses,,2371750
35-3041,"Food servers, nonrestaurant",,188390
35-9011,Dining room and cafeteria attendants and bartender helpers,,416410
35-9021,Dishwashers,,521150
35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",,349990
35-9099,"Food preparation and serving related workers, all other",,50420
37-0000,Building and grounds cleaning and maintenance occupations,major,4429870
37-1011,First-line supervisors/managers of housekeeping and janitorial workers,,183560
37-1012,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,108940
37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",,2145320
37-2012,Maids and housekeeping cleaners,,917120
37-2019,"Building cleaning workers, all other",,13580
37-2021,Pest control workers,,63180
37-3011,Landscaping and groundskeeping workers,,921900
37-3012,"Pesticide handlers, sprayers, and applicators, vegetation",,25060
37-3013,Tree trimmers and pruners,,35420
37-3019,"Grounds maintenance workers, all other",,15790
39-0000,Personal care and service occupations,major,3437520
39-1011,Gaming supervisors,,26110
39-1012,Slot key persons,,15390
39-1021,First-line supervisors/managers of personal service workers,,129070
39-2011,Animal trainers,,10030
39-2021,Nonfarm animal caretakers,,126740
39-3011,Gaming dealers,,91130
39-3012,Gaming and sports book writers and runners,,16140
39-3019,"Gaming service workers, all other",,13910
39-3021,Motion picture projectionists,,10200
39-3031,"Ushers, lobby attendants, and ticket takers",,106570
39-3091,Amusement and recreation attendants,,258820
39-3092,Costume attendants,,5120
39-3093,"Locker room, coatroom, and dressing room attendants",,18170
39-3099,"Entertainment attendants and related workers, all other",,43930
39-4011,Embalmers,,8090
39-4021,Funeral attendants,,33060
39-5011,Barbers,,10330
39-5012,"Hairdressers, hairstylists, and cosmetologists",,355990
39-5091,"Makeup artists, theatrical and performance",,1930
39-5092,Manicurists and pedicurists,,51590
39-5093,Shampooers,,15570
39-5094,Skin care specialists,,26300
39-6011,Baggage porters and bellhops,,49770
39-6012,Concierges,,20380
39-6021,Tour guides and escorts,,31760
39-6022,Travel guides,,4510
39-6031,Flight attendants,,99480
39-6032,"Transportation attendants, except flight attendants and baggage porters",,21870
39-9011,Child care workers,,581670
39-9021,Personal and home care aides,,614190
39-9031,Fitness trainers and aerobics instructors,,229030
39-9032,Recreation workers,,282680
39-9041,Residential advisors,,52240
39-9099,"Personal care and service workers, all other",,75780
41-0000,Sales and related occupations,major,14336430
41-1011,First-line supervisors/managers of retail sales workers,,1186270
41-1012,First-line supervisors/managers of non-retail sales workers,,275390
41-2011,Cashiers,,3545610
41-2012,Gaming change persons and booth cashiers,,22280
41-2021,Counter and rental clerks,,448480
41-2022,Parts salespersons,,226530
41-2031,Retail salespersons,,4426280
41-3011,Advertising sales agents,,161550
41-3021,Insurance sales agents,,327780
41-3031,"Securities, commodities, and financial services sales agents",,271900
41-3041,Travel agents,,86420
41-3099,"Sales representatives, services, all other",,569130
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,415120
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,1493760
41-9011,Demonstrators and product promoters,,83540
41-9012,Models,,1660
41-9021,Real estate brokers,,51390
41-9022,Real estate sales agents,,164080
41-9031,Sales engineers,,78030
41-9041,Telemarketers,,345220
41-9091,"Door-to-door sales workers, news and street vendors, and related workers",,9520
41-9099,"Sales and related workers, all other",,146480
43-0000,Office and administrative support occupations,major,23231750
43-1011,First-line supervisors/managers of office and administrative support workers,,1404330
43-2011,"Switchboard operators, including answering service",,153860
43-2021,Telephone operators,,22820
43-2099,"Communications equipment operators, all other",,3500
43-3011,Bill and account collectors,,408760
43-3021,Billing and posting clerks and machine operators,,512120
43-3031,"Bookkeeping, accounting, and auditing clerks",,1855010
43-3041,Gaming cage workers,,17060
43-3051,Payroll and timekeeping clerks,,203210
43-3061,Procurement clerks,,79610
43-3071,Tellers,,600380
43-4011,Brokerage clerks,,68430
43-4021,Correspondence clerks,,13450
43-4031,"Court, municipal, and license clerks",,115070
43-4041,"Credit authorizers, checkers, and clerks",,65020
43-4051,Customer service representatives,,2233270
43-4061,"Eligibility interviewers, government programs",,112510
43-4071,File clerks,,204760
43-4081,"Hotel, motel, and resort desk clerks",,230230
43-4111,"Interviewers, except eligibility and loan",,224690
43-4121,"Library assistants, clerical",,114740
43-4131,Loan interviewers and clerks,,212340
43-4141,New accounts clerks,,87300
43-4151,Order clerks,,248030
43-4161,"Human resources assistants, except payroll and timekeeping",,164340
43-4171,Receptionists and information clerks,,1097610
43-4181,Reservation and transportation ticket agents and travel clerks,,163880
43-4199,All other information and record clerks,,215780
43-5011,Cargo and freight agents,,85950
43-5021,Couriers and messengers,,96110
43-5031,"Police, fire, and ambulance dispatchers",,96360
43-5032,"Dispatchers, except police, fire, and ambulance",,193210
43-5041,"Meter readers, utilities",,44730
43-5051,Postal service clerks,,78250
43-5052,Postal service mail carriers,,354570
43-5053,"Postal service mail sorters, processors, and processing machine operators",,185770
43-5061,"Production, planning, and expediting clerks",,281660
43-5071,"Shipping, receiving, and traffic clerks",,760950
43-5081,Stock clerks and order fillers,,1873390
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,72720
43-6011,Executive secretaries and administrative assistants,,1491520
43-6012,Legal secretaries,,257810
43-6013,Medical secretaries,,454500
43-6014,"Secretaries, except legal, medical, and executive",,1872070
43-9011,Computer operators,,107450
43-9021,Data entry keyers,,272810
43-9022,Word processors and typists,,128010
43-9031,Desktop publishers,,26210
43-9041,Insurance claims and policy processing clerks,,237800
43-9051,"Mail clerks and mail machine operators, except postal service",,137350
43-9061,"Office clerks, general",,2906600
43-9071,"Office machine operators, except computer",,79470
43-9081,Proofreaders and copy markers,,15300
43-9111,Statistical assistants,,16900
43-9199,"Office and administrative support workers, all other",,272190
45-0000,"Farming, fishing, and forestry occupations",major,438490
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",,20800
45-1012,Farm labor contractors,,1110
45-2011,Agricultural inspectors,,14340
45-2021,Animal breeders,,2080
45-2041,"Graders and sorters, agricultural products",,37500
45-2091,Agricultural equipment operators,,22110
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,242390
45-2093,"Farmworkers, farm and ranch animals",,38110
45-2099,"Agricultural workers, all other",,7680
45-3011,Fishers and related fishing workers,,1110
45-4011,Forest and conservation workers,,8280
45-4021,Fallers,,7120
45-4022,Logging equipment operators,,27010
45-4023,Log graders and scalers,,3610
45-4029,"Logging workers, all other",,5180
47-0000,Construction and extraction occupations,major,6548760
47-1011,First-line supervisors/managers of construction trades and extraction workers,,577390
47-2011,Boilermakers,,20400
47-2021,Brickmasons and blockmasons,,106270
47-2022,Stonemasons,,18910
47-2031,Carpenters,,899920
47-2041,Carpet installers,,34390
47-2042,"Floor layers, except carpet, wood, and hard tiles",,14250
47-2043,Floor sanders and finishers,,8220
47-2044,Tile and marble setters,,51210
47-2051,Cement masons and concrete finishers,,201730
47-2053,Terrazzo workers and finishers,,5550
47-2061,Construction laborers,,1020290
47-2071,"Paving, surfacing, and tamping equipment operators",,61230
47-2072,Pile-driver operators,,4790
47-2073,Operating engineers and other construction equipment operators,,398910
47-2081,Drywall and ceiling tile installers,,128740
47-2082,Tapers,,31850
47-2111,Electricians,,633010
47-2121,Glaziers,,51730
47-2131,"Insulation workers, floor, ceiling, and wall",,28390
47-2132,"Insulation workers, mechanical",,30150
47-2141,"Painters, construction and maintenance",,250310
47-2142,Paperhangers,,4610
47-2151,Pipelayers,,54440
47-2152,"Plumbers, pipefitters, and steamfitters",,437540
47-2161,Plasterers and stucco masons,,43290
47-2171,Reinforcing iron and rebar workers,,28620
47-2181,Roofers,,120200
47-2211,Sheet metal workers,,163480
47-2221,Structural iron and steel workers,,68670
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,53300
47-3012,Helpers--carpenters,,81260
47-3013,Helpers--electricians,,104050
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",,19900
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,79870
47-3016,Helpers--roofers,,18730
47-3019,"Helpers, construction trades, all other",,27210
47-4011,Construction and building inspectors,,96000
47-4021,Elevator installers and repairers,,25070
47-4031,Fence erectors,,25710
47-4041,Hazardous materials removal workers,,42500
47-4051,Highway maintenance workers,,136420
47-4061,Rail-track laying and maintenance equipment operators,,15020
47-4071,Septic tank servicers and sewer pipe cleaners,,24730
47-4091,Segmental pavers,,1170
47-4099,"Construction and related workers, all other",,55820
47-5011,"Derrick operators, oil and gas",,23590
47-5012,"Rotary drill operators, oil and gas",,27020
47-5013,"Service unit operators, oil, gas, and mining",,36850
47-5021,"Earth drillers, except oil and gas",,20220
47-5031,"Explosives workers, ordnance handling experts, and blasters",,6060
47-5041,Continuous mining machine operators,,10920
47-5042,Mine cutting and channeling machine operators,,9190
47-5049,"Mining machine operators, all other",,4650
47-5051,"Rock splitters, quarry",,4210
47-5061,"Roof bolters, mining",,4950
47-5071,"Roustabouts, oil and gas",,62540
47-5081,Helpers--extraction workers,,25550
47-5099,"Extraction workers, all other",,7800
49-0000,"Installation, maintenance, and repair occupations",major,5374850
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",,443840
49-2011,"Computer, automated teller, and office machine repairers",,122400
49-2021,Radio mechanics,,5440
49-2022,"Telecommunications equipment installers and repairers, except line installers",,195170
49-2091,Avionics technicians,,18360
49-2092,"Electric motor, power tool, and related repairers",,23400
49-2093,"Electrical and electronics installers and repairers, transportation equipment",,15860
49-2094,"Electrical and electronics repairers, commercial and industrial equipment",,77270
49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",,23180
49-2096,"Electronic equipment installers and repairers, motor vehicles",,19980
49-2097,Electronic home entertainment equipment installers and repairers,,38680
49-2098,Security and fire alarm systems installers,,62720
49-3011,Aircraft mechanics and service technicians,,116310
49-3021,Automotive body and related repairers,,147200
49-3022,Automotive glass installers and repairers,,18330
49-3023,Automotive service technicians and mechanics,,649460
49-3031,Bus and truck mechanics and diesel engine specialists,,248620
49-3041,Farm equipment mechanics,,30240
49-3042,"Mobile heavy equipment mechanics, except engines",,125930
49-3043,Rail car repairers,,20780
49-3051,Motorboat mechanics,,19640
49-3052,Motorcycle mechanics,,16850
49-3053,Outdoor power equipment and other small engine mechanics,,26440
49-3091,Bicycle repairers,,9690
49-3092,Recreational vehicle service technicians,,13400
49-3093,Tire repairers and changers,,98520
49-9011,Mechanical door repairers,,17530
49-9012,"Control and valve installers and repairers, except mechanical door",,43900
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",,261610
49-9031,Home appliance repairers,,37300
49-9041,Industrial machinery mechanics,,280620
49-9042,"Maintenance and repair workers, general",,1305170
49-9043,"Maintenance workers, machinery",,73650
49-9044,Millwrights,,46250
49-9045,"Refractory materials repairers, except brickmasons",,2450
49-9051,Electrical power-line installers and repairers,,111580
49-9052,Telecommunications line installers and repairers,,168050
49-9061,Camera and photographic equipment repairers,,3820
49-9062,Medical equipment repairers,,34260
49-9063,Musical instrument repairers and tuners,,5310
49-9064,Watch repairers,,2770
49-9069,"Precision instrument and equipment repairers, all other",,12990
49-9091,"Coin, vending, and amusement machine servicers and repairers",,41280
49-9092,Commercial divers,,2370
49-9093,"Fabric menders, except garment",,960
49-9094,Locksmiths and safe repairers,,18500
49-9095,Manufactured building and mobile home installers,,8290
49-9096,Riggers,,13490
49-9097,Signal and track switch repairers,,6570
