ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
911,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"91,530"
912,43-9060,"Office Clerks, General",broad,"2,955,550"
913,43-9061,"Office Clerks, General",detailed,"2,955,550"
914,43-9070,"Office Machine Operators, Except Computer",broad,"58,160"
915,43-9071,"Office Machine Operators, Except Computer",detailed,"58,160"
916,43-9080,Proofreaders and Copy Markers,broad,"11,430"
917,43-9081,Proofreaders and Copy Markers,detailed,"11,430"
918,43-9110,Statistical Assistants,broad,"10,900"
919,43-9111,Statistical Assistants,detailed,"10,900"
920,43-9190,Miscellaneous Office and Administrative Support Workers,broad,"216,650"
921,43-9199,"Office and Administrative Support Workers, All Other",detailed,"216,650"
922,45-0000,"Farming, Fishing, and Forestry Occupations",major,"463,640"
923,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,"19,550"
924,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,"19,550"
925,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,"19,550"
926,45-2000,Agricultural Workers,minor,"397,630"
927,45-2010,Agricultural Inspectors,broad,"14,710"
928,45-2011,Agricultural Inspectors,detailed,"14,710"
929,45-2020,Animal Breeders,broad,"1,270"
930,45-2021,Animal Breeders,detailed,"1,270"
931,45-2040,"Graders and Sorters, Agricultural Products",broad,"38,780"
932,45-2041,"Graders and Sorters, Agricultural Products",detailed,"38,780"
933,45-2090,Miscellaneous Agricultural Workers,broad,"342,870"
934,45-2091,Agricultural Equipment Operators,detailed,"28,700"
935,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"273,450"
936,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"35,670"
937,45-2099,"Agricultural Workers, All Other",detailed,"5,040"
938,45-3000,Fishing and Hunting Workers,minor,650
939,45-3010,Fishers and Related Fishing Workers,broad,520
940,45-3011,Fishers and Related Fishing Workers,detailed,520
941,45-4000,"Forest, Conservation, and Logging Workers",minor,"45,820"
942,45-4010,Forest and Conservation Workers,broad,"7,170"
943,45-4011,Forest and Conservation Workers,detailed,"7,170"
944,45-4020,Logging Workers,broad,"38,650"
945,45-4021,Fallers,detailed,"5,370"
946,45-4022,Logging Equipment Operators,detailed,"27,250"
947,45-4023,Log Graders and Scalers,detailed,"3,020"
948,45-4029,"Logging Workers, All Other",detailed,"3,010"
949,47-0000,Construction and Extraction Occupations,major,"5,585,420"
950,47-1000,Supervisors of Construction and Extraction Workers,minor,"538,220"
951,47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,"538,220"
952,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"538,220"
953,47-2000,Construction Trades Workers,minor,"4,216,890"
954,47-2010,Boilermakers,broad,"16,660"
955,47-2011,Boilermakers,detailed,"16,660"
956,47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,"77,560"
957,47-2021,Brickmasons and Blockmasons,detailed,"64,370"
958,47-2022,Stonemasons,detailed,"13,190"
959,47-2030,Carpenters,broad,"676,980"
960,47-2031,Carpenters,detailed,"676,980"
961,47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,"77,410"
962,47-2041,Carpet Installers,detailed,"25,660"
963,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"10,340"
964,47-2043,Floor Sanders and Finishers,detailed,"4,590"
965,47-2044,Tile and Marble Setters,detailed,"36,830"
966,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,"177,340"
967,47-2051,Cement Masons and Concrete Finishers,detailed,"173,920"
968,47-2053,Terrazzo Workers and Finishers,detailed,"3,420"
969,47-2060,Construction Laborers,broad,"912,100"
970,47-2061,Construction Laborers,detailed,"912,100"
971,47-2070,Construction Equipment Operators,broad,"412,190"
972,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"51,880"
973,47-2072,Pile-Driver Operators,detailed,"3,570"
974,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"356,750"
975,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,"111,650"
976,47-2081,Drywall and Ceiling Tile Installers,detailed,"93,180"
977,47-2082,Tapers,detailed,"18,480"
978,47-2110,Electricians,broad,"607,120"
979,47-2111,Electricians,detailed,"607,120"
980,47-2120,Glaziers,broad,"47,140"
981,47-2121,Glaziers,detailed,"47,140"
982,47-2130,Insulation Workers,broad,"56,770"
983,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"29,500"
984,47-2132,"Insulation Workers, Mechanical",detailed,"27,270"
985,47-2140,Painters and Paperhangers,broad,"220,470"
986,47-2141,"Painters, Construction and Maintenance",detailed,"217,280"
987,47-2142,Paperhangers,detailed,"3,190"
988,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,"451,500"
989,47-2151,Pipelayers,detailed,"39,620"
990,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"411,870"
991,47-2160,Plasterers and Stucco Masons,broad,"22,810"
992,47-2161,Plasterers and Stucco Masons,detailed,"22,810"
993,47-2170,Reinforcing Iron and Rebar Workers,broad,"20,020"
994,47-2171,Reinforcing Iron and Rebar Workers,detailed,"20,020"
995,47-2180,Roofers,broad,"116,410"
996,47-2181,Roofers,detailed,"116,410"
997,47-2210,Sheet Metal Workers,broad,"134,450"
998,47-2211,Sheet Metal Workers,detailed,"134,450"
999,47-2220,Structural Iron and Steel Workers,broad,"69,440"
1000,47-2221,Structural Iron and Steel Workers,detailed,"69,440"
1001,47-2230,Solar Photovoltaic Installers,broad,"8,870"
1002,47-2231,Solar Photovoltaic Installers,detailed,"8,870"
1003,47-3000,"Helpers, Construction Trades",minor,"228,590"
1004,47-3010,"Helpers, Construction Trades",broad,"228,590"
1005,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"23,950"
1006,47-3012,Helpers--Carpenters,detailed,"35,890"
1007,47-3013,Helpers--Electricians,detailed,"71,890"
1008,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,"10,780"
1009,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"54,080"
1010,47-3016,Helpers--Roofers,detailed,"10,190"
1011,47-3019,"Helpers, Construction Trades, All Other",detailed,"21,820"
1012,47-4000,Other Construction and Related Workers,minor,"403,940"
1013,47-4010,Construction and Building Inspectors,broad,"94,960"
1014,47-4011,Construction and Building Inspectors,detailed,"94,960"
1015,47-4020,Elevator Installers and Repairers,broad,"22,240"
1016,47-4021,Elevator Installers and Repairers,detailed,"22,240"
1017,47-4030,Fence Erectors,broad,"21,500"
1018,47-4031,Fence Erectors,detailed,"21,500"
1019,47-4040,Hazardous Materials Removal Workers,broad,"44,280"
1020,47-4041,Hazardous Materials Removal Workers,detailed,"44,280"
1021,47-4050,Highway Maintenance Workers,broad,"143,320"
1022,47-4051,Highway Maintenance Workers,detailed,"143,320"
1023,47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,"14,250"
1024,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,"14,250"
1025,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,"26,320"
1026,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"26,320"
1027,47-4090,Miscellaneous Construction and Related Workers,broad,"37,070"
1028,47-4091,Segmental Pavers,detailed,"1,720"
1029,47-4099,"Construction and Related Workers, All Other",detailed,"35,340"
1030,47-5000,Extraction Workers,minor,"197,770"
1031,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",broad,"71,860"
1032,47-5011,"Derrick Operators, Oil and Gas",detailed,"11,580"
1033,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,"17,400"
1034,47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,"42,890"
1035,47-5020,"Earth Drillers, Except Oil and Gas",broad,"18,500"
1036,47-5021,"Earth Drillers, Except Oil and Gas",detailed,"18,500"
1037,47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",broad,"6,310"
1038,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,"6,310"
1039,47-5040,Mining Machine Operators,broad,"20,120"
1040,47-5041,Continuous Mining Machine Operators,detailed,"12,030"
1041,47-5042,Mine Cutting and Channeling Machine Operators,detailed,"5,930"
1042,47-5049,"Mining Machine Operators, All Other",detailed,"2,160"
1043,47-5050,"Rock Splitters, Quarry",broad,"3,770"
1044,47-5051,"Rock Splitters, Quarry",detailed,"3,770"
1045,47-5060,"Roof Bolters, Mining",broad,"3,930"
1046,47-5061,"Roof Bolters, Mining",detailed,"3,930"
1047,47-5070,"Roustabouts, Oil and Gas",broad,"51,290"
1048,47-5071,"Roustabouts, Oil and Gas",detailed,"51,290"
1049,47-5080,Helpers--Extraction Workers,broad,"17,660"
1050,47-5081,Helpers--Extraction Workers,detailed,"17,660"
1051,47-5090,Miscellaneous Extraction Workers,broad,"4,320"
1052,47-5099,"Extraction Workers, All Other",detailed,"4,320"
1053,49-0000,"Installation, Maintenance, and Repair Occupations",major,"5,456,640"
1054,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,"453,330"
1055,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,"453,330"
1056,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"453,330"
1057,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,"588,510"
1058,49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,"102,170"
1059,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"102,170"
1060,49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,"242,550"
1061,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,"14,120"
1062,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"228,430"
1063,49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,"243,790"
1064,49-2091,Avionics Technicians,detailed,"17,330"
1065,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,"17,050"
1066,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,"13,960"
1067,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"67,390"
1068,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"23,060"
1069,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,"11,750"
1070,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,"25,550"
1071,49-2098,Security and Fire Alarm Systems Installers,detailed,"67,700"
1072,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,"1,578,250"
1073,49-3010,Aircraft Mechanics and Service Technicians,broad,"128,570"
1074,49-3011,Aircraft Mechanics and Service Technicians,detailed,"128,570"
1075,49-3020,Automotive Technicians and Repairers,broad,"809,930"
1076,49-3021,Automotive Body and Related Repairers,detailed,"143,940"
1077,49-3022,Automotive Glass Installers and Repairers,detailed,"18,610"
1078,49-3023,Automotive Service Technicians and Mechanics,detailed,"647,380"
1079,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,"254,280"
1080,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"254,280"
1081,49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,"180,760"
1082,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,"35,110"
1083,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"123,570"
1084,49-3043,Rail Car Repairers,detailed,"22,090"
1085,49-3050,Small Engine Mechanics,broad,"69,280"
1086,49-3051,Motorboat Mechanics and Service Technicians,detailed,"20,260"
1087,49-3052,Motorcycle Mechanics,detailed,"16,000"
1088,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"33,020"
1089,49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,"135,430"
1090,49-3091,Bicycle Repairers,detailed,"12,560"
1091,49-3092,Recreational Vehicle Service Technicians,detailed,"13,520"
1092,49-3093,Tire Repairers and Changers,detailed,"109,350"
1093,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,"2,836,540"
1094,49-9010,Control and Valve Installers and Repairers,broad,"65,590"
1095,49-9011,Mechanical Door Repairers,detailed,"19,840"
1096,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"45,740"
1097,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,"294,730"
1098,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"294,730"
1099,49-9030,Home Appliance Repairers,broad,"33,480"
1100,49-9031,Home Appliance Repairers,detailed,"33,480"
1101,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,"465,330"
1102,49-9041,Industrial Machinery Mechanics,detailed,"334,490"
1103,49-9043,"Maintenance Workers, Machinery",detailed,"89,630"
1104,49-9044,Millwrights,detailed,"39,670"
1105,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,"1,540"
1106,49-9050,Line Installers and Repairers,broad,"217,750"
1107,49-9051,Electrical Power-Line Installers and Repairers,detailed,"117,670"
1108,49-9052,Telecommunications Line Installers and Repairers,detailed,"100,080"
1109,49-9060,Precision Instrument and Equipment Repairers,broad,"68,360"
1110,49-9061,Camera and Photographic Equipment Repairers,detailed,"3,760"
1111,49-9062,Medical Equipment Repairers,detailed,"43,370"
1112,49-9063,Musical Instrument Repairers and Tuners,detailed,"7,980"
1113,49-9064,Watch Repairers,detailed,"1,620"
1114,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"11,640"
1115,49-9070,"Maintenance and Repair Workers, General",broad,"1,332,480"
1116,49-9071,"Maintenance and Repair Workers, General",detailed,"1,332,480"
1117,49-9080,Wind Turbine Service Technicians,broad,"4,580"
1118,49-9081,Wind Turbine Service Technicians,detailed,"4,580"
1119,49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"354,250"
1120,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"33,600"
1121,49-9092,Commercial Divers,detailed,"3,370"
1122,49-9093,"Fabric Menders, Except Garment",detailed,550
1123,49-9094,Locksmiths and Safe Repairers,detailed,"18,640"
1124,49-9095,Manufactured Building and Mobile Home Installers,detailed,"3,200"
1125,49-9096,Riggers,detailed,"21,020"
1126,49-9097,Signal and Track Switch Repairers,detailed,"8,680"
1127,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"118,720"
1128,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"146,460"
1129,51-0000,Production Occupations,major,"9,105,650"
1130,51-1000,Supervisors of Production Workers,minor,"610,480"
1131,51-1010,First-Line Supervisors of Production and Operating Workers,broad,"610,480"
1132,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"610,480"
1133,51-2000,Assemblers and Fabricators,minor,"1,798,860"
1134,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,"42,010"
1135,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,"42,010"
1136,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"278,150"
1137,51-2021,"Coil Winders, Tapers, and Finishers",detailed,"14,090"
1138,51-2022,Electrical and Electronic Equipment Assemblers,detailed,"218,530"
1139,51-2023,Electromechanical Equipment Assemblers,detailed,"45,540"
1140,51-2030,Engine and Other Machine Assemblers,broad,"38,150"
1141,51-2031,Engine and Other Machine Assemblers,detailed,"38,150"
1142,51-2040,Structural Metal Fabricators and Fitters,broad,"77,270"
1143,51-2041,Structural Metal Fabricators and Fitters,detailed,"77,270"
1144,51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,363,280"
1145,51-2091,Fiberglass Laminators and Fabricators,detailed,"19,400"
1146,51-2092,Team Assemblers,detailed,"1,112,780"
1147,51-2093,Timing Device Assemblers and Adjusters,detailed,790
1148,51-2099,"Assemblers and Fabricators, All Other",detailed,"230,310"
1149,51-3000,Food Processing Workers,minor,"793,100"
1150,51-3010,Bakers,broad,"180,450"
1151,51-3011,Bakers,detailed,"180,450"
1152,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,"364,460"
1153,51-3021,Butchers and Meat Cutters,detailed,"133,880"
1154,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"149,800"
1155,51-3023,Slaughterers and Meat Packers,detailed,"80,780"
1156,51-3090,Miscellaneous Food Processing Workers,broad,"248,200"
1157,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"20,080"
1158,51-3092,Food Batchmakers,detailed,"148,540"
1159,51-3093,Food Cooking Machine Operators and Tenders,detailed,"36,520"
1160,51-3099,"Food Processing Workers, All Other",detailed,"43,070"
1161,51-4000,Metal Workers and Plastic Workers,minor,"1,924,170"
1162,51-4010,Computer Control Programmers and Operators,broad,"171,370"
1163,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"146,190"
1164,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,"25,180"
1165,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"120,170"
1166,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"71,960"
1167,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,160"
1168,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"29,060"
1169,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"331,110"
1170,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"192,800"
1171,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"12,290"
1172,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"74,600"
1173,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"33,850"
1174,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"17,560"
1175,51-4040,Machinists,broad,"391,120"
1176,51-4041,Machinists,detailed,"391,120"
1177,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"26,300"
1178,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"17,730"
1179,51-4052,"Pourers and Casters, Metal",detailed,"8,560"
1180,51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"9,680"
1181,51-4061,"Model Makers, Metal and Plastic",detailed,"6,250"
1182,51-4062,"Patternmakers, Metal and Plastic",detailed,"3,420"
1183,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"158,370"
1184,51-4071,Foundry Mold and Coremakers,detailed,"12,810"
1185,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"145,560"
1186,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,"117,300"
1187,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"117,300"
1188,51-4110,Tool and Die Makers,broad,"72,210"
1189,51-4111,Tool and Die Makers,detailed,"72,210"
1190,51-4120,"Welding, Soldering, and Brazing Workers",broad,"429,650"
1191,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"382,730"
1192,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"46,920"
1193,51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,"96,910"
1194,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,780"
1195,51-4192,"Layout Workers, Metal and Plastic",detailed,"9,070"
1196,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"35,570"
1197,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,"9,550"
1198,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"22,930"
1199,51-5100,Printing Workers,minor,"255,980"
1200,51-5110,Printing Workers,broad,"255,980"
1201,51-5111,Prepress Technicians and Workers,detailed,"33,340"
1202,51-5112,Printing Press Operators,detailed,"169,910"
1203,51-5113,Print Binding and Finishing Workers,detailed,"52,730"
1204,51-6000,"Textile, Apparel, and Furnishings Workers",minor,"582,470"
1205,51-6010,Laundry and Dry-Cleaning Workers,broad,"207,710"
1206,51-6011,Laundry and Dry-Cleaning Workers,detailed,"207,710"
1207,51-6020,"Pressers, Textile, Garment, and Related Materials",broad,"45,150"
1208,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,"45,150"
1209,51-6030,Sewing Machine Operators,broad,"139,500"
1210,51-6031,Sewing Machine Operators,detailed,"139,500"
1211,51-6040,Shoe and Leather Workers,broad,"11,280"
1212,51-6041,Shoe and Leather Workers and Repairers,detailed,"7,780"
1213,51-6042,Shoe Machine Operators and Tenders,detailed,"3,500"
1214,51-6050,"Tailors, Dressmakers, and Sewers",broad,"28,200"
1215,51-6051,"Sewers, Hand",detailed,"6,540"
1216,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,"21,660"
1217,51-6060,"Textile Machine Setters, Operators, and Tenders",broad,"77,800"
1218,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,"10,860"
1219,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,"15,040"
1220,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,"21,550"
1221,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,"30,340"
1222,51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,"72,820"
1223,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,"19,340"
1224,51-6092,Fabric and Apparel Patternmakers,detailed,"5,310"
1225,51-6093,Upholsterers,detailed,"32,520"
1226,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,"15,650"
1227,51-7000,Woodworkers,minor,"250,870"
1228,51-7010,Cabinetmakers and Bench Carpenters,broad,"97,980"
1229,51-7011,Cabinetmakers and Bench Carpenters,detailed,"97,980"
1230,51-7020,Furniture Finishers,broad,"17,370"
1231,51-7021,Furniture Finishers,detailed,"17,370"
1232,51-7030,"Model Makers and Patternmakers, Wood",broad,"2,000"
1233,51-7031,"Model Makers, Wood",detailed,"1,040"
1234,51-7032,"Patternmakers, Wood",detailed,970
1235,51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,"126,760"
1236,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"50,640"
1237,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"76,130"
1238,51-7090,Miscellaneous Woodworkers,broad,"6,750"
1239,51-7099,"Woodworkers, All Other",detailed,"6,750"
1240,51-8000,Plant and System Operators,minor,"307,370"
1241,51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"53,560"
1242,51-8011,Nuclear Power Reactor Operators,detailed,"7,170"
1243,51-8012,Power Distributors and Dispatchers,detailed,"11,380"
1244,51-8013,Power Plant Operators,detailed,"35,010"
1245,51-8020,Stationary Engineers and Boiler Operators,broad,"33,720"
1246,51-8021,Stationary Engineers and Boiler Operators,detailed,"33,720"
1247,51-8030,Water and Wastewater Treatment Plant and System Operators,broad,"115,840"
1248,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"115,840"
1249,51-8090,Miscellaneous Plant and System Operators,broad,"104,250"
1250,51-8091,Chemical Plant and System Operators,detailed,"33,300"
1251,51-8092,Gas Plant Operators,detailed,"17,350"
1252,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,"41,630"
1253,51-8099,"Plant and System Operators, All Other",detailed,"11,970"
1254,51-9000,Other Production Occupations,minor,"2,582,350"
1255,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,"121,010"
1256,51-9011,Chemical Equipment Operators and Tenders,detailed,"73,840"
1257,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"47,160"
1258,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,"186,980"
1259,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,"29,830"
1260,51-9022,"Grinding and Polishing Workers, Hand",detailed,"26,670"
1261,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"130,480"
1262,51-9030,Cutting Workers,broad,"75,580"
1263,51-9031,"Cutters and Trimmers, Hand",detailed,"14,250"
1264,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"61,330"
1265,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,"71,260"
1266,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"71,260"
1267,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,"19,520"
1268,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,"19,520"
1269,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,"518,950"
1270,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"518,950"
1271,51-9070,Jewelers and Precious Stone and Metal Workers,broad,"26,480"
1272,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,"26,480"
1273,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",broad,"80,240"
1274,51-9081,Dental Laboratory Technicians,detailed,"37,110"
1275,51-9082,Medical Appliance Technicians,detailed,"14,570"
1276,51-9083,Ophthalmic Laboratory Technicians,detailed,"28,570"
1277,51-9110,Packaging and Filling Machine Operators and Tenders,broad,"386,520"
1278,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"386,520"
1279,51-9120,Painting Workers,broad,"156,070"
1280,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"85,760"
1281,51-9122,"Painters, Transportation Equipment",detailed,"54,860"
1282,51-9123,"Painting, Coating, and Decorating Workers",detailed,"15,450"
1283,51-9140,Semiconductor Processors,broad,"24,430"
1284,51-9141,Semiconductor Processors,detailed,"24,430"
1285,51-9150,Photographic Process Workers and Processing Machine Operators,broad,"26,430"
1286,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,"26,430"
1287,51-9190,Miscellaneous Production Workers,broad,"888,880"
1288,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,"16,940"
1289,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,"17,860"
1290,51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,"8,170"
1291,51-9194,Etchers and Engravers,detailed,"9,520"
1292,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"39,450"
1293,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"93,100"
1294,51-9197,Tire Builders,detailed,"22,280"
1295,51-9198,Helpers--Production Workers,detailed,"429,890"
1296,51-9199,"Production Workers, All Other",detailed,"251,670"
1297,53-0000,Transportation and Material Moving Occupations,major,"9,731,790"
1298,53-1000,Supervisors of Transportation and Material Moving Workers,minor,"393,850"
1299,53-1010,Aircraft Cargo Handling Supervisors,broad,"7,460"
1300,53-1011,Aircraft Cargo Handling Supervisors,detailed,"7,460"
1301,53-1020,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",broad,"183,620"
