OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
29-1122,Occupational therapists,,         87430
29-1123,Physical therapists,,        151280
29-1124,Radiation therapists,,         14120
29-1125,Recreational therapists,,         23260
29-1126,Respiratory therapists,,         95320
29-1127,Speech-language pathologists,,         94660
29-1129,"Therapists, all other",,          9730
29-1131,Veterinarians,,         47870
29-1199,"Health diagnosing and treating practitioners, all other",,         57880
29-2011,Medical and clinical laboratory technologists,,        155250
29-2012,Medical and clinical laboratory technicians,,        142330
29-2021,Dental hygienists,,        161140
29-2031,Cardiovascular technologists and technicians,,         43560
29-2032,Diagnostic medical sonographers,,         43590
29-2033,Nuclear medicine technologists,,         18280
29-2034,Radiologic technologists and technicians,,        184580
29-2041,Emergency medical technicians and paramedics,,        196880
29-2051,Dietetic technicians,,         23780
29-2052,Pharmacy technicians,,        266790
29-2053,Psychiatric technicians,,         62040
29-2054,Respiratory therapy technicians,,         22060
29-2055,Surgical technologists,,         83680
29-2056,Veterinary technologists and technicians,,         63860
29-2061,Licensed practical and licensed vocational nurses,,        710020
29-2071,Medical records and health information technicians,,        160450
29-2081,"Opticians, dispensing",,         70090
29-2091,Orthotists and prosthetists,,          5190
29-2099,"Health technologists and technicians, all other",,         71140
29-9011,Occupational health and safety specialists,,         35460
29-9012,Occupational health and safety technicians,,          9510
29-9091,Athletic trainers,,         15110
29-9099,"Healthcare practitioners and technical workers, all other",,         50880
31-0000,Healthcare support occupations,major,       3363800
31-1011,Home health aides,,        663280
31-1012,"Nursing aides, orderlies, and attendants",,       1391430
31-1013,Psychiatric aides,,         56150
31-2011,Occupational therapist assistants,,         22160
31-2012,Occupational therapist aides,,          6220
31-2021,Physical therapist assistants,,         58670
31-2022,Physical therapist aides,,         41930
31-9011,Massage therapists,,         37670
31-9091,Dental assistants,,        270720
31-9092,Medical assistants,,        382720
31-9093,Medical equipment preparers,,         41790
31-9094,Medical transcriptionists,,         90380
31-9095,Pharmacy aides,,         46610
31-9096,Veterinary assistants and laboratory animal caretakers,,         69890
31-9099,"Healthcare support workers, all other",,        184200
33-0000,Protective service occupations,major,       3056660
33-1011,First-line supervisors/managers of correctional officers,,         37530
33-1012,First-line supervisors/managers of police and detectives,,         91320
33-1021,First-line supervisors/managers of fire fighting and prevention workers,,         53490
33-1099,"First-line supervisors/managers, protective service workers, all other",,         49330
33-2011,Fire fighters,,        282180
33-2021,Fire inspectors and investigators,,         12820
33-2022,Forest fire inspectors and prevention specialists,,          1720
33-3011,Bailiffs,,         17160
33-3012,Correctional officers and jailers,,        411080
33-3021,Detectives and criminal investigators,,         85270
33-3031,Fish and game wardens,,          6300
33-3041,Parking enforcement workers,,         10140
33-3051,Police and sheriff's patrol officers,,        624130
33-3052,Transit and railroad police,,          5090
33-9011,Animal control workers,,         13940
33-9021,Private detectives and investigators,,         33720
33-9031,Gaming surveillance officers and gaming investigators,,          8730
33-9032,Security guards,,        994220
33-9091,Crossing guards,,         69390
33-9092,"Lifeguards, ski patrol, and other recreational protective service workers",,        107620
33-9099,"Protective service workers, all other",,        141480
35-0000,Food preparation and serving related occupations,major,      10797700
35-1011,Chefs and head cooks,,        115850
35-1012,First-line supervisors/managers of food preparation and serving workers,,        748550
35-2011,"Cooks, fast food",,        631190
35-2012,"Cooks, institution and cafeteria",,        393500
35-2013,"Cooks, private household",,           830
35-2014,"Cooks, restaurant",,        791450
35-2015,"Cooks, short order",,        203350
35-2019,"Cooks, all other",,         12100
35-2021,Food preparation workers,,        880360
35-3011,Bartenders,,        480010
35-3021,"Combined food preparation and serving workers, including fast food",,       2298010
35-3022,"Counter attendants, cafeteria, food concession, and coffee shop",,        501390
35-3031,Waiters and waitresses,,       2274770
35-3041,"Food servers, nonrestaurant",,        188750
35-9011,Dining room and cafeteria attendants and bartender helpers,,        391320
35-9021,Dishwashers,,        498620
35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",,        328930
35-9099,"Food preparation and serving related workers, all other",,         58730
37-0000,Building and grounds cleaning and maintenance occupations,major,       4342550
37-1011,First-line supervisors/managers of housekeeping and janitorial workers,,        186870
37-1012,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,        106280
37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",,       2107360
37-2012,Maids and housekeeping cleaners,,        893820
37-2019,"Building cleaning workers, all other",,         15610
37-2021,Pest control workers,,         62400
37-3011,Landscaping and groundskeeping workers,,        896690
37-3012,"Pesticide handlers, sprayers, and applicators, vegetation",,         25770
37-3013,Tree trimmers and pruners,,         29790
37-3019,"Grounds maintenance workers, all other",,         17960
39-0000,Personal care and service occupations,major,       3188850
39-1011,Gaming supervisors,,         24180
39-1012,Slot key persons,,         14700
39-1021,First-line supervisors/managers of personal service workers,,        125760
39-2011,Animal trainers,,          8320
39-2021,Nonfarm animal caretakers,,        100550
39-3011,Gaming dealers,,         82320
39-3012,Gaming and sports book writers and runners,,         19290
39-3019,"Gaming service workers, all other",,**
39-3021,Motion picture projectionists,,         10230
39-3031,"Ushers, lobby attendants, and ticket takers",,        102330
39-3091,Amusement and recreation attendants,,        232030
39-3092,Costume attendants,,          3900
39-3093,"Locker room, coatroom, and dressing room attendants",,         20340
39-4011,Embalmers,,          9840
39-4021,Funeral attendants,,         30220
39-5011,Barbers,,         13630
39-5012,"Hairdressers, hairstylists, and cosmetologists",,        338910
39-5091,"Makeup artists, theatrical and performance",,          1070
39-5092,Manicurists and pedicurists,,         42960
39-5093,Shampooers,,         16040
39-5094,Skin care specialists,,         22740
39-6011,Baggage porters and bellhops,,         51300
39-6012,Concierges,,         16810
39-6021,Tour guides and escorts,,         28320
39-6022,Travel guides,,          3120
39-6031,Flight attendants,,         99590
39-6032,"Transportation attendants, except flight attendants and baggage porters",,         24810
39-9011,Child care workers,,        557680
39-9021,Personal and home care aides,,        566860
39-9031,Fitness trainers and aerobics instructors,,        189220
39-9032,Recreation workers,,        264840
39-9041,Residential advisors,,         50490
39-9099,"Personal care and service workers, all other",,         60260
41-0000,Sales and related occupations,major,      13930320
41-1011,First-line supervisors/managers of retail sales workers,,       1083890
41-1012,First-line supervisors/managers of non-retail sales workers,,        294010
41-2011,Cashiers,,       3481420
41-2012,Gaming change persons and booth cashiers,,         28590
41-2021,Counter and rental clerks,,        473090
41-2022,Parts salespersons,,        235190
41-2031,Retail salespersons,,       4344770
41-3011,Advertising sales agents,,        153890
41-3021,Insurance sales agents,,        299470
41-3031,"Securities, commodities, and financial services sales agents",,        251710
41-3041,Travel agents,,         88590
41-3099,"Sales representatives, services, all other",,        439450
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,        379890
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,       1436800
41-9011,Demonstrators and product promoters,,         86050
41-9012,Models,,          1430
41-9021,Real estate brokers,,         41760
41-9022,Real estate sales agents,,        150200
41-9031,Sales engineers,,         69790
41-9041,Telemarketers,,        400860
41-9091,"Door-to-door sales workers, news and street vendors, and related workers",,         10970
41-9099,"Sales and related workers, all other",,        178480
43-0000,Office and administrative support occupations,major,      22784330
43-1011,First-line supervisors/managers of office and administrative support workers,,       1352130
43-2011,"Switchboard operators, including answering service",,        194980
43-2021,Telephone operators,,         29290
43-2099,"Communications equipment operators, all other",,          3870
43-3011,Bill and account collectors,,        431280
43-3021,Billing and posting clerks and machine operators,,        513020
43-3031,"Bookkeeping, accounting, and auditing clerks",,       1815340
43-3041,Gaming cage workers,,         18730
43-3051,Payroll and timekeeping clerks,,        205600
43-3061,Procurement clerks,,         71390
43-3071,Tellers,,        599220
43-4011,Brokerage clerks,,         70110
43-4021,Correspondence clerks,,         17990
43-4031,"Court, municipal, and license clerks",,        102060
43-4041,"Credit authorizers, checkers, and clerks",,         65410
43-4051,Customer service representatives,,       2067700
43-4061,"Eligibility interviewers, government programs",,         85550
43-4071,File clerks,,        229830
43-4081,"Hotel, motel, and resort desk clerks",,        207190
43-4111,"Interviewers, except eligibility and loan",,        201790
43-4121,"Library assistants, clerical",,        104650
43-4131,Loan interviewers and clerks,,        231700
43-4141,New accounts clerks,,         82450
43-4151,Order clerks,,        259760
43-4161,"Human resources assistants, except payroll and timekeeping",,        161870
43-4171,Receptionists and information clerks,,       1088400
43-4181,Reservation and transportation ticket agents and travel clerks,,        160120
43-4199,All other information and record clerks,,        288730
43-5011,Cargo and freight agents,,         78730
43-5021,Couriers and messengers,,        106520
43-5031,"Police, fire, and ambulance dispatchers",,         94060
43-5032,"Dispatchers, except police, fire, and ambulance",,        172550
43-5041,"Meter readers, utilities",,         46920
43-5051,Postal service clerks,,         78710
43-5052,Postal service mail carriers,,        347180
43-5053,"Postal service mail sorters, processors, and processing machine operators",,        208600
43-5061,"Production, planning, and expediting clerks",,        287980
43-5071,"Shipping, receiving, and traffic clerks",,        759910
43-5081,Stock clerks and order fillers,,       1625430
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,         79050
43-6011,Executive secretaries and administrative assistants,,       1442040
43-6012,Legal secretaries,,        265000
43-6013,Medical secretaries,,        381020
43-6014,"Secretaries, except legal, medical, and executive",,       1744380
43-9011,Computer operators,,        129160
43-9021,Data entry keyers,,        296700
43-9022,Word processors and typists,,        153580
43-9031,Desktop publishers,,         29910
43-9041,Insurance claims and policy processing clerks,,        239120
43-9051,"Mail clerks and mail machine operators, except postal service",,        148330
43-9061,"Office clerks, general",,       2997370
43-9071,"Office machine operators, except computer",,         87900
43-9081,Proofreaders and copy markers,,         18070
43-9111,Statistical assistants,,         18700
43-9199,"Office and administrative support workers, all other",,        287270
45-0000,"Farming, fishing, and forestry occupations",major,        443070
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",,         19750
45-1012,Farm labor contractors,,          2310
45-2011,Agricultural inspectors,,         11730
45-2021,Animal breeders,,          1860
45-2041,"Graders and sorters, agricultural products",,         45010
45-2091,Agricultural equipment operators,,         19940
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,        227750
45-2093,"Farmworkers, farm and ranch animals",,         49740
45-2099,"Agricultural workers, all other",,          8970
45-3011,Fishers and related fishing workers,,           770
45-4011,Forest and conservation workers,,          8700
45-4021,Fallers,,          9780
45-4022,Logging equipment operators,,         26880
45-4023,Log graders and scalers,,          4520
45-4029,"Logging workers, all other",,**
47-0000,Construction and extraction occupations,major,       6370400
47-1011,First-line supervisors/managers of construction trades and extraction workers,,        555380
47-2011,Boilermakers,,         17760
47-2021,Brickmasons and blockmasons,,        115950
47-2022,Stonemasons,,         17030
47-2031,Carpenters,,        935920
47-2041,Carpet installers,,         37050
47-2042,"Floor layers, except carpet, wood, and hard tiles",,         14520
47-2043,Floor sanders and finishers,,          5950
47-2044,Tile and marble setters,,         47410
47-2051,Cement masons and concrete finishers,,        204720
47-2053,Terrazzo workers and finishers,,          5440
47-2061,Construction laborers,,        934000
47-2071,"Paving, surfacing, and tamping equipment operators",,         63220
47-2072,Pile-driver operators,,          4410
47-2073,Operating engineers and other construction equipment operators,,        378720
47-2081,Drywall and ceiling tile installers,,        126810
47-2082,Tapers,,         38570
47-2111,Electricians,,        606500
47-2121,Glaziers,,         49310
47-2131,"Insulation workers, floor, ceiling, and wall",,         34250
47-2132,"Insulation workers, mechanical",,         22100
47-2141,"Painters, construction and maintenance",,        249850
47-2142,Paperhangers,,          7710
47-2151,Pipelayers,,         56280
47-2152,"Plumbers, pipefitters, and steamfitters",,        420770
47-2161,Plasterers and stucco masons,,         47760
47-2171,Reinforcing iron and rebar workers,,         30270
47-2181,Roofers,,        120070
47-2211,Sheet metal workers,,        174550
47-2221,Structural iron and steel workers,,         68900
47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,         58690
47-3012,Helpers--carpenters,,        101870
47-3013,Helpers--electricians,,         90370
47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",,         21820
47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,         77630
47-3016,Helpers--roofers,,         20510
47-3019,"Helpers, construction trades, all other",,         37590
47-4011,Construction and building inspectors,,         87820
47-4021,Elevator installers and repairers,,         21000
47-4031,Fence erectors,,         22600
47-4041,Hazardous materials removal workers,,         38260
47-4051,Highway maintenance workers,,        140600
47-4061,Rail-track laying and maintenance equipment operators,,         13510
47-4071,Septic tank servicers and sewer pipe cleaners,,         17940
47-4091,Segmental pavers,,           330
47-4099,"Construction and related workers, all other",,         63340
47-5011,"Derrick operators, oil and gas",,         13270
47-5012,"Rotary drill operators, oil and gas",,         15500
47-5013,"Service unit operators, oil, gas, and mining",,         19530
47-5021,"Earth drillers, except oil and gas",,         18800
47-5031,"Explosives workers, ordnance handling experts, and blasters",,          4800
47-5041,Continuous mining machine operators,,          9000
47-5042,Mine cutting and channeling machine operators,,          6080
47-5049,"Mining machine operators, all other",,          2450
47-5051,"Rock splitters, quarry",,          3600
47-5061,"Roof bolters, mining",,          4140
47-5071,"Roustabouts, oil and gas",,         33570
47-5081,Helpers--extraction workers,,         25550
47-5099,"Extraction workers, all other",,          9060
49-0000,"Installation, maintenance, and repair occupations",major,       5305260
49-1011,"First-line supervisors/managers of mechanics, installers, and repairers",,        455690
49-2011,"Computer, automated teller, and office machine repairers",,        138210
49-2021,Radio mechanics,,          6170
49-2022,"Telecommunications equipment installers and repairers, except line installers",,        198350
49-2091,Avionics technicians,,         22490
49-2092,"Electric motor, power tool, and related repairers",,         20070
49-2093,"Electrical and electronics installers and repairers, transportation equipment",,         20560
49-2094,"Electrical and electronics repairers, commercial and industrial equipment",,         69620
49-2095,"Electrical and electronics repairers, powerhouse, substation, and relay",,         21250
49-2096,"Electronic equipment installers and repairers, motor vehicles",,         17650
49-2097,Electronic home entertainment equipment installers and repairers,,         35360
49-2098,Security and fire alarm systems installers,,         49470
49-3011,Aircraft mechanics and service technicians,,        115120
49-3021,Automotive body and related repairers,,        158160
49-3022,Automotive glass installers and repairers,,         17760
49-3023,Automotive service technicians and mechanics,,        654800
49-3031,Bus and truck mechanics and diesel engine specialists,,        248280
49-3041,Farm equipment mechanics,,         30800
49-3042,"Mobile heavy equipment mechanics, except engines",,        117500
49-3043,Rail car repairers,,         24270
49-3051,Motorboat mechanics,,         18190
49-3052,Motorcycle mechanics,,         16140
