OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
49-3053,Outdoor power equipment and other small engine mechanics,,         24680
49-3091,Bicycle repairers,,          7980
49-3092,Recreational vehicle service technicians,,         13540
49-3093,Tire repairers and changers,,        100860
49-9011,Mechanical door repairers,,         14400
49-9012,"Control and valve installers and repairers, except mechanical door",,         38640
49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",,        241380
49-9031,Home appliance repairers,,         43110
49-9041,Industrial machinery mechanics,,        234650
49-9042,"Maintenance and repair workers, general",,       1307820
49-9043,"Maintenance workers, machinery",,         83220
49-9044,Millwrights,,         53080
49-9045,"Refractory materials repairers, except brickmasons",,          3250
49-9051,Electrical power-line installers and repairers,,        106060
49-9052,Telecommunications line installers and repairers,,        142560
49-9061,Camera and photographic equipment repairers,,          3160
49-9062,Medical equipment repairers,,         27940
49-9063,Musical instrument repairers and tuners,,          4830
49-9064,Watch repairers,,          3080
49-9069,"Precision instrument and equipment repairers, all other",,         12870
49-9091,"Coin, vending, and amusement machine servicers and repairers",,         39570
49-9092,Commercial divers,,          2310
49-9093,"Fabric menders, except garment",,          2140
49-9094,Locksmiths and safe repairers,,         16080
49-9095,Manufactured building and mobile home installers,,         10120
49-9096,Riggers,,         11840
49-9097,Signal and track switch repairers,,          6100
49-9098,"Helpers--installation, maintenance, and repair workers",,        158520
49-9099,"Installation, maintenance, and repair workers, all other",,        135560
51-0000,Production occupations,major,      10249220
51-1011,First-line supervisors/managers of production and operating workers,,        679930
51-2011,"Aircraft structure, surfaces, rigging, and systems assemblers",,         22820
51-2021,"Coil winders, tapers, and finishers",,         23190
51-2022,Electrical and electronic equipment assemblers,,        207270
51-2023,Electromechanical equipment assemblers,,         57200
51-2031,Engine and other machine assemblers,,         49430
51-2041,Structural metal fabricators and fitters,,         93490
51-2091,Fiberglass laminators and fabricators,,         30560
51-2092,Team assemblers,,       1242370
51-2093,"Timing device assemblers, adjusters, and calibrators",,          2460
51-2099,"Assemblers and fabricators, all other",,        258240
51-3011,Bakers,,        144110
51-3021,Butchers and meat cutters,,        128660
51-3022,"Meat, poultry, and fish cutters and trimmers",,        136690
51-3023,Slaughterers and meat packers,,        132000
51-3091,"Food and tobacco roasting, baking, and drying machine operators and tenders",,         18160
51-3092,Food batchmakers,,         89400
51-3093,Food cooking machine operators and tenders,,         43100
51-4011,"Computer-controlled machine tool operators, metal and plastic",,        136490
51-4012,Numerical tool and process control programmers,,         17860
51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",,         87290
51-4022,"Forging machine setters, operators, and tenders, metal and plastic",,         33850
51-4023,"Rolling machine setters, operators, and tenders, metal and plastic",,         37500
51-4031,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",,        265480
51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",,         43180
51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",,        101530
51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",,         71410
51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",,         29140
51-4041,Machinists,,        368380
51-4051,Metal-refining furnace operators and tenders,,         17960
51-4052,"Pourers and casters, metal",,         14340
51-4061,"Model makers, metal and plastic",,          8120
51-4062,"Patternmakers, metal and plastic",,          6850
51-4071,Foundry mold and coremakers,,         15890
51-4072,"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",,        157080
51-4081,"Multiple machine tool setters, operators, and tenders, metal and plastic",,         98120
51-4111,Tool and die makers,,         99680
51-4121,"Welders, cutters, solderers, and brazers",,        358050
51-4122,"Welding, soldering, and brazing machine setters, operators, and tenders",,         45220
51-4191,"Heat treating equipment setters, operators, and tenders, metal and plastic",,         26310
51-4192,"Lay-out workers, metal and plastic",,         10970
51-4193,"Plating and coating machine setters, operators, and tenders, metal and plastic",,         40550
51-4194,"Tool grinders, filers, and sharpeners",,         18180
51-4199,"Metal workers and plastic workers, all other",,         49650
51-5011,Bindery workers,,         64330
51-5012,Bookbinders,,          7660
51-5021,Job printers,,         50580
51-5022,Prepress technicians and workers,,         72050
51-5023,Printing machine operators,,        192520
51-6011,Laundry and dry-cleaning workers,,        218360
51-6021,"Pressers, textile, garment, and related materials",,         78620
51-6031,Sewing machine operators,,        233130
51-6041,Shoe and leather workers and repairers,,          7680
51-6042,Shoe machine operators and tenders,,          3850
51-6051,"Sewers, hand",,         11090
51-6052,"Tailors, dressmakers, and custom sewers",,         30150
51-6061,Textile bleaching and dyeing machine operators and tenders,,         21660
51-6062,"Textile cutting machine setters, operators, and tenders",,         21420
51-6063,"Textile knitting and weaving machine setters, operators, and tenders",,         42760
51-6064,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",,         47670
51-6091,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",,         23040
51-6092,Fabric and apparel patternmakers,,          9650
51-6093,Upholsterers,,         41040
51-6099,"Textile, apparel, and furnishings workers, all other",,         24740
51-7011,Cabinetmakers and bench carpenters,,        121660
51-7021,Furniture finishers,,         24610
51-7031,"Model makers, wood",,          2280
51-7032,"Patternmakers, wood",,          2000
51-7041,"Sawing machine setters, operators, and tenders, wood",,         60280
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",,         94690
51-7099,"Woodworkers, all other",,         10550
51-8011,Nuclear power reactor operators,,          3730
51-8012,Power distributors and dispatchers,,          7520
51-8013,Power plant operators,,         33650
51-8021,Stationary engineers and boiler operators,,         43110
51-8031,Water and liquid waste treatment plant and system operators,,        102940
51-8091,Chemical plant and system operators,,         58640
51-8092,Gas plant operators,,         10530
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",,         40470
51-8099,"Plant and system operators, all other",,         13920
51-9011,Chemical equipment operators and tenders,,         50610
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",,         41250
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",,         41480
51-9022,"Grinding and polishing workers, hand",,         44890
51-9023,"Mixing and blending machine setters, operators, and tenders",,        129440
51-9031,"Cutters and trimmers, hand",,         28360
51-9032,"Cutting and slicing machine setters, operators, and tenders",,         78030
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",,         80420
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",,         28140
51-9061,"Inspectors, testers, sorters, samplers, and weighers",,        506160
51-9071,Jewelers and precious stone and metal workers,,         28100
51-9081,Dental laboratory technicians,,         45600
51-9082,Medical appliance technicians,,         10810
51-9083,Ophthalmic laboratory technicians,,         26740
51-9111,Packaging and filling machine operators and tenders,,        396270
51-9121,"Coating, painting, and spraying machine setters, operators, and tenders",,        100830
51-9122,"Painters, transportation equipment",,         52650
51-9123,"Painting, coating, and decorating workers",,         27830
51-9131,Photographic process workers,,         28000
51-9132,Photographic processing machine operators,,         53970
51-9141,Semiconductor processors,,         44720
51-9191,Cementing and gluing machine operators and tenders,,         25650
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",,         15250
51-9193,Cooling and freezing equipment operators and tenders,,          9640
51-9194,Etchers and engravers,,         10050
51-9195,"Molders, shapers, and casters, except metal and plastic",,         41250
51-9196,"Paper goods machine setters, operators, and tenders",,        107560
51-9197,Tire builders,,         19860
51-9198,Helpers--production workers,,        528610
51-9199,"Production workers, all other",,        296340
53-0000,Transportation and material moving occupations,major,       9594920
53-1011,Aircraft cargo handling supervisors,,          6210
53-1021,"First-line supervisors/managers of helpers, laborers, and material movers, hand",,        176030
53-1031,First-line supervisors/managers of transportation and material-moving machine and vehicle operators,,        221520
53-2011,"Airline pilots, copilots, and flight engineers",,         76240
53-2012,Commercial pilots,,         24860
53-2021,Air traffic controllers,,         21590
53-2022,Airfield operations specialists,,          4510
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",,         18320
53-3021,"Bus drivers, transit and intercity",,        183450
53-3022,"Bus drivers, school",,        465880
53-3031,Driver/sales workers,,        400530
53-3032,"Truck drivers, heavy and tractor-trailer",,       1624740
53-3033,"Truck drivers, light or delivery services",,        938280
53-3041,Taxi drivers and chauffeurs,,        144280
53-3099,"Motor vehicle operators, all other",,         76500
53-4011,Locomotive engineers,,         37390
53-4012,Locomotive firers,,           540
53-4013,"Rail yard engineers, dinkey operators, and hostlers",,          6970
53-4021,"Railroad brake, signal, and switch operators",,         20700
53-4031,Railroad conductors and yardmasters,,         38330
53-4041,Subway and streetcar operators,,          7430
53-4099,"Rail transportation workers, all other",,          7500
53-5011,Sailors and marine oilers,,         31090
53-5021,"Captains, mates, and pilots of water vessels",,         28570
53-5022,Motorboat operators,,          2700
53-5031,Ship engineers,,         13240
53-6011,Bridge and lock tenders,,          3620
53-6021,Parking lot attendants,,        124250
53-6031,Service station attendants,,         96340
53-6041,Traffic technicians,,          6990
53-6051,Transportation inspectors,,         25570
53-6099,"Transportation workers, all other",,         54010
53-7011,Conveyor operators and tenders,,         49220
53-7021,Crane and tower operators,,         43690
53-7031,Dredge operators,,          1720
53-7032,Excavating and loading machine and dragline operators,,         66030
53-7033,"Loading machine operators, underground mining",,          2390
53-7041,Hoist and winch operators,,          3110
53-7051,Industrial truck and tractor operators,,        627060
53-7061,Cleaners of vehicles and equipment,,        333350
53-7062,"Laborers and freight, stock, and material movers, hand",,       2363960
53-7063,Machine feeders and offbearers,,        145740
53-7064,"Packers and packagers, hand",,        840410
53-7071,Gas compressor and gas pumping station operators,,          3950
53-7072,"Pump operators, except wellhead pumpers",,          9970
53-7073,Wellhead pumpers,,         10190
53-7081,Refuse and recyclable material collectors,,        133930
53-7111,Shuttle car operators,,          3100
53-7121,"Tank car, truck, and ship loaders",,         15950
53-7199,"Material moving workers, all other",,         52970
