ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
909,43-9080,Proofreaders and Copy Markers,broad,"9,820"
910,43-9081,Proofreaders and Copy Markers,detailed,"9,820"
911,43-9110,Statistical Assistants,broad,"11,010"
912,43-9111,Statistical Assistants,detailed,"11,010"
913,43-9190,Miscellaneous Office and Administrative Support Workers,broad,"196,570"
914,43-9199,"Office and Administrative Support Workers, All Other",detailed,"196,570"
915,45-0000,"Farming, Fishing, and Forestry Occupations",major,"480,130"
916,45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,"21,800"
917,45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,"21,800"
918,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,"21,800"
919,45-2000,Agricultural Workers,minor,"411,460"
920,45-2010,Agricultural Inspectors,broad,"13,240"
921,45-2011,Agricultural Inspectors,detailed,"13,240"
922,45-2020,Animal Breeders,broad,"2,160"
923,45-2021,Animal Breeders,detailed,"2,160"
924,45-2040,"Graders and Sorters, Agricultural Products",broad,"38,210"
925,45-2041,"Graders and Sorters, Agricultural Products",detailed,"38,210"
926,45-2090,Miscellaneous Agricultural Workers,broad,"357,850"
927,45-2091,Agricultural Equipment Operators,detailed,"26,060"
928,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"287,420"
929,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"37,780"
930,45-2099,"Agricultural Workers, All Other",detailed,"6,600"
931,45-4000,"Forest, Conservation, and Logging Workers",minor,"44,910"
932,45-4010,Forest and Conservation Workers,broad,"7,510"
933,45-4011,Forest and Conservation Workers,detailed,"7,510"
934,45-4020,Logging Workers,broad,"37,400"
935,45-4021,Fallers,detailed,"4,680"
936,45-4022,Logging Equipment Operators,detailed,"25,730"
937,45-4023,Log Graders and Scalers,detailed,"3,330"
938,45-4029,"Logging Workers, All Other",detailed,"3,670"
939,47-0000,Construction and Extraction Occupations,major,"5,962,640"
940,47-1000,Supervisors of Construction and Extraction Workers,minor,"598,210"
941,47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,"598,210"
942,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"598,210"
943,47-2000,Construction Trades Workers,minor,"4,497,490"
944,47-2010,Boilermakers,broad,"13,870"
945,47-2011,Boilermakers,detailed,"13,870"
946,47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,"76,240"
947,47-2021,Brickmasons and Blockmasons,detailed,"63,930"
948,47-2022,Stonemasons,detailed,"12,310"
949,47-2030,Carpenters,broad,"718,730"
950,47-2031,Carpenters,detailed,"718,730"
951,47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,"83,740"
952,47-2041,Carpet Installers,detailed,"26,100"
953,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,"14,050"
954,47-2043,Floor Sanders and Finishers,detailed,"4,460"
955,47-2044,Tile and Marble Setters,detailed,"39,130"
956,47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,"189,130"
957,47-2051,Cement Masons and Concrete Finishers,detailed,"186,400"
958,47-2053,Terrazzo Workers and Finishers,detailed,"2,730"
959,47-2060,Construction Laborers,broad,"1,001,470"
960,47-2061,Construction Laborers,detailed,"1,001,470"
961,47-2070,Construction Equipment Operators,broad,"433,690"
962,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"46,760"
963,47-2072,Pile-Driver Operators,detailed,"3,450"
964,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"383,480"
965,47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,"120,220"
966,47-2081,Drywall and Ceiling Tile Installers,detailed,"101,900"
967,47-2082,Tapers,detailed,"18,320"
968,47-2110,Electricians,broad,"655,840"
969,47-2111,Electricians,detailed,"655,840"
970,47-2120,Glaziers,broad,"50,940"
971,47-2121,Glaziers,detailed,"50,940"
972,47-2130,Insulation Workers,broad,"56,440"
973,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"31,840"
974,47-2132,"Insulation Workers, Mechanical",detailed,"24,610"
975,47-2140,Painters and Paperhangers,broad,"231,200"
976,47-2141,"Painters, Construction and Maintenance",detailed,"228,420"
977,47-2142,Paperhangers,detailed,"2,780"
978,47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,"476,140"
979,47-2151,Pipelayers,detailed,"38,070"
980,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"438,070"
981,47-2160,Plasterers and Stucco Masons,broad,"24,870"
982,47-2161,Plasterers and Stucco Masons,detailed,"24,870"
983,47-2170,Reinforcing Iron and Rebar Workers,broad,"18,360"
984,47-2171,Reinforcing Iron and Rebar Workers,detailed,"18,360"
985,47-2180,Roofers,broad,"128,680"
986,47-2181,Roofers,detailed,"128,680"
987,47-2210,Sheet Metal Workers,broad,"131,570"
988,47-2211,Sheet Metal Workers,detailed,"131,570"
989,47-2220,Structural Iron and Steel Workers,broad,"77,410"
990,47-2221,Structural Iron and Steel Workers,detailed,"77,410"
991,47-2230,Solar Photovoltaic Installers,broad,"8,950"
992,47-2231,Solar Photovoltaic Installers,detailed,"8,950"
993,47-3000,"Helpers, Construction Trades",minor,"233,580"
994,47-3010,"Helpers, Construction Trades",broad,"233,580"
995,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"24,340"
996,47-3012,Helpers--Carpenters,detailed,"33,020"
997,47-3013,Helpers--Electricians,detailed,"75,970"
998,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,"10,600"
999,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"54,710"
1000,47-3016,Helpers--Roofers,detailed,"8,630"
1001,47-3019,"Helpers, Construction Trades, All Other",detailed,"26,320"
1002,47-4000,Other Construction and Related Workers,minor,"422,540"
1003,47-4010,Construction and Building Inspectors,broad,"104,090"
1004,47-4011,Construction and Building Inspectors,detailed,"104,090"
1005,47-4020,Elevator Installers and Repairers,broad,"26,830"
1006,47-4021,Elevator Installers and Repairers,detailed,"26,830"
1007,47-4030,Fence Erectors,broad,"23,530"
1008,47-4031,Fence Erectors,detailed,"23,530"
1009,47-4040,Hazardous Materials Removal Workers,broad,"44,000"
1010,47-4041,Hazardous Materials Removal Workers,detailed,"44,000"
1011,47-4050,Highway Maintenance Workers,broad,"149,260"
1012,47-4051,Highway Maintenance Workers,detailed,"149,260"
1013,47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,"14,410"
1014,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,"14,410"
1015,47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,"27,090"
1016,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,"27,090"
1017,47-4090,Miscellaneous Construction and Related Workers,detailed,"33,340"
1018,47-4090,Miscellaneous Construction and Related Workers,broad,"33,340"
1019,47-5000,Extraction Workers,minor,"210,820"
1020,47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",broad,"79,030"
1021,47-5011,"Derrick Operators, Oil and Gas",detailed,"11,310"
1022,47-5012,"Rotary Drill Operators, Oil and Gas",detailed,"18,010"
1023,47-5013,"Service Unit Operators, Oil, Gas, and Mining",detailed,"49,710"
1024,47-5020,"Earth Drillers, Except Oil and Gas",broad,"18,270"
1025,47-5021,"Earth Drillers, Except Oil and Gas",detailed,"18,270"
1026,47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",broad,"5,640"
1027,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,"5,640"
1028,47-5040,Mining Machine Operators,broad,"22,910"
1029,47-5041,Continuous Mining Machine Operators,detailed,"14,710"
1030,47-5042,Mine Cutting and Channeling Machine Operators,detailed,"4,920"
1031,47-5049,"Mining Machine Operators, All Other",detailed,"3,280"
1032,47-5050,"Rock Splitters, Quarry",broad,"4,870"
1033,47-5051,"Rock Splitters, Quarry",detailed,"4,870"
1034,47-5060,"Roof Bolters, Mining",broad,"3,250"
1035,47-5061,"Roof Bolters, Mining",detailed,"3,250"
1036,47-5070,"Roustabouts, Oil and Gas",broad,"54,810"
1037,47-5071,"Roustabouts, Oil and Gas",detailed,"54,810"
1038,47-5080,Helpers--Extraction Workers,broad,"15,930"
1039,47-5081,Helpers--Extraction Workers,detailed,"15,930"
1040,47-5090,Miscellaneous Extraction Workers,broad,"6,110"
1041,47-5099,"Extraction Workers, All Other",detailed,"6,110"
1042,49-0000,"Installation, Maintenance, and Repair Occupations",major,"5,628,880"
1043,49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",minor,"471,820"
1044,49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",broad,"471,820"
1045,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"471,820"
1046,49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",minor,"583,310"
1047,49-2010,"Computer, Automated Teller, and Office Machine Repairers",broad,"102,810"
1048,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"102,810"
1049,49-2020,Radio and Telecommunications Equipment Installers and Repairers,broad,"243,820"
1050,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,"13,930"
1051,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"229,890"
1052,49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",broad,"236,690"
1053,49-2091,Avionics Technicians,detailed,"18,860"
1054,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,"15,800"
1055,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,"11,680"
1056,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"59,520"
1057,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"22,980"
1058,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,"10,880"
1059,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,"26,070"
1060,49-2098,Security and Fire Alarm Systems Installers,detailed,"70,900"
1061,49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",minor,"1,614,070"
1062,49-3010,Aircraft Mechanics and Service Technicians,broad,"131,690"
1063,49-3011,Aircraft Mechanics and Service Technicians,detailed,"131,690"
1064,49-3020,Automotive Technicians and Repairers,broad,"809,740"
1065,49-3021,Automotive Body and Related Repairers,detailed,"142,060"
1066,49-3022,Automotive Glass Installers and Repairers,detailed,"19,640"
1067,49-3023,Automotive Service Technicians and Mechanics,detailed,"648,050"
1068,49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,broad,"264,860"
1069,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"264,860"
1070,49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,broad,"199,280"
1071,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,"34,300"
1072,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"140,260"
1073,49-3043,Rail Car Repairers,detailed,"24,720"
1074,49-3050,Small Engine Mechanics,broad,"69,130"
1075,49-3051,Motorboat Mechanics and Service Technicians,detailed,"22,280"
1076,49-3052,Motorcycle Mechanics,detailed,"15,090"
1077,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,"31,760"
1078,49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",broad,"139,370"
1079,49-3091,Bicycle Repairers,detailed,"12,200"
1080,49-3092,Recreational Vehicle Service Technicians,detailed,"15,560"
1081,49-3093,Tire Repairers and Changers,detailed,"111,620"
1082,49-9000,"Other Installation, Maintenance, and Repair Occupations",minor,"2,959,670"
1083,49-9010,Control and Valve Installers and Repairers,broad,"74,400"
1084,49-9011,Mechanical Door Repairers,detailed,"22,670"
1085,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"51,730"
1086,49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",broad,"324,310"
1087,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"324,310"
1088,49-9030,Home Appliance Repairers,broad,"31,130"
1089,49-9031,Home Appliance Repairers,detailed,"31,130"
1090,49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",broad,"487,640"
1091,49-9041,Industrial Machinery Mechanics,detailed,"362,440"
1092,49-9043,"Maintenance Workers, Machinery",detailed,"80,270"
1093,49-9044,Millwrights,detailed,"43,810"
1094,49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,"1,120"
1095,49-9050,Line Installers and Repairers,broad,"233,010"
1096,49-9051,Electrical Power-Line Installers and Repairers,detailed,"114,800"
1097,49-9052,Telecommunications Line Installers and Repairers,detailed,"118,200"
1098,49-9060,Precision Instrument and Equipment Repairers,broad,"72,010"
1099,49-9061,Camera and Photographic Equipment Repairers,detailed,"3,690"
1100,49-9062,Medical Equipment Repairers,detailed,"46,320"
1101,49-9063,Musical Instrument Repairers and Tuners,detailed,"8,450"
1102,49-9064,Watch Repairers,detailed,"2,610"
1103,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"10,930"
1104,49-9070,"Maintenance and Repair Workers, General",broad,"1,384,240"
1105,49-9071,"Maintenance and Repair Workers, General",detailed,"1,384,240"
1106,49-9080,Wind Turbine Service Technicians,broad,"5,580"
1107,49-9081,Wind Turbine Service Technicians,detailed,"5,580"
1108,49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",broad,"347,350"
1109,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"32,920"
1110,49-9092,Commercial Divers,detailed,"3,380"
1111,49-9093,"Fabric Menders, Except Garment",detailed,400
1112,49-9094,Locksmiths and Safe Repairers,detailed,"16,970"
1113,49-9095,Manufactured Building and Mobile Home Installers,detailed,"2,920"
1114,49-9096,Riggers,detailed,"20,970"
1115,49-9097,Signal and Track Switch Repairers,detailed,"7,730"
1116,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"105,040"
1117,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"157,030"
1118,51-0000,Production Occupations,major,"9,115,530"
1119,51-1000,Supervisors of Production Workers,minor,"622,790"
1120,51-1010,First-Line Supervisors of Production and Operating Workers,broad,"622,790"
1121,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"622,790"
1122,51-2000,Assemblers and Fabricators,minor,"1,831,200"
1123,51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",broad,"43,150"
1124,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,"43,150"
1125,51-2020,"Electrical, Electronics, and Electromechanical Assemblers",broad,"287,630"
1126,51-2021,"Coil Winders, Tapers, and Finishers",detailed,"12,190"
1127,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,"275,450"
1128,51-2030,Engine and Other Machine Assemblers,broad,"48,200"
1129,51-2031,Engine and Other Machine Assemblers,detailed,"48,200"
1130,51-2040,Structural Metal Fabricators and Fitters,broad,"76,090"
1131,51-2041,Structural Metal Fabricators and Fitters,detailed,"76,090"
1132,51-2090,Miscellaneous Assemblers and Fabricators,broad,"1,376,130"
1133,51-2091,Fiberglass Laminators and Fabricators,detailed,"21,190"
1134,51-2093,Timing Device Assemblers and Adjusters,detailed,780
1135,51-2098,"Assemblers and Fabricators, All Other, Including Team Assemblers",detailed,"1,354,150"
1136,51-3000,Food Processing Workers,minor,"801,770"
1137,51-3010,Bakers,broad,"180,010"
1138,51-3011,Bakers,detailed,"180,010"
1139,51-3020,"Butchers and Other Meat, Poultry, and Fish Processing Workers",broad,"365,660"
1140,51-3021,Butchers and Meat Cutters,detailed,"133,670"
1141,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"156,440"
1142,51-3023,Slaughterers and Meat Packers,detailed,"75,550"
1143,51-3090,Miscellaneous Food Processing Workers,broad,"256,100"
1144,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"21,060"
1145,51-3092,Food Batchmakers,detailed,"160,160"
1146,51-3093,Food Cooking Machine Operators and Tenders,detailed,"32,260"
1147,51-3099,"Food Processing Workers, All Other",detailed,"42,620"
1148,51-4000,Metal Workers and Plastic Workers,minor,"1,940,370"
1149,51-4010,Computer Control Programmers and Operators,broad,"171,920"
1150,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"148,150"
1151,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,"23,770"
1152,51-4020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"120,630"
1153,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"75,610"
1154,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"18,330"
1155,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"26,700"
1156,51-4030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",broad,"318,860"
1157,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"186,640"
1158,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"11,400"
1159,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"71,870"
1160,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"29,510"
1161,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,440"
1162,51-4040,Machinists,broad,"384,350"
1163,51-4041,Machinists,detailed,"384,350"
1164,51-4050,"Metal Furnace Operators, Tenders, Pourers, and Casters",broad,"25,520"
1165,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"17,670"
1166,51-4052,"Pourers and Casters, Metal",detailed,"7,850"
1167,51-4060,"Model Makers and Patternmakers, Metal and Plastic",broad,"8,090"
1168,51-4061,"Model Makers, Metal and Plastic",detailed,"5,210"
1169,51-4062,"Patternmakers, Metal and Plastic",detailed,"2,880"
1170,51-4070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",broad,"179,710"
1171,51-4071,Foundry Mold and Coremakers,detailed,"15,600"
1172,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"164,110"
1173,51-4080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",broad,"133,840"
1174,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"133,840"
1175,51-4110,Tool and Die Makers,broad,"72,700"
1176,51-4111,Tool and Die Makers,detailed,"72,700"
1177,51-4120,"Welding, Soldering, and Brazing Workers",broad,"424,270"
1178,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"389,190"
1179,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"35,080"
1180,51-4190,Miscellaneous Metal Workers and Plastic Workers,broad,"100,470"
1181,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,690"
1182,51-4192,"Layout Workers, Metal and Plastic",detailed,"8,170"
1183,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"40,070"
1184,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,"7,070"
1185,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"25,470"
1186,51-5100,Printing Workers,minor,"249,140"
1187,51-5110,Printing Workers,broad,"249,140"
1188,51-5111,Prepress Technicians and Workers,detailed,"29,990"
1189,51-5112,Printing Press Operators,detailed,"173,470"
1190,51-5113,Print Binding and Finishing Workers,detailed,"45,690"
1191,51-6000,"Textile, Apparel, and Furnishings Workers",minor,"574,130"
1192,51-6010,Laundry and Dry-Cleaning Workers,broad,"213,350"
1193,51-6011,Laundry and Dry-Cleaning Workers,detailed,"213,350"
1194,51-6020,"Pressers, Textile, Garment, and Related Materials",broad,"38,320"
1195,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,"38,320"
1196,51-6030,Sewing Machine Operators,broad,"136,450"
1197,51-6031,Sewing Machine Operators,detailed,"136,450"
1198,51-6040,Shoe and Leather Workers,broad,"12,450"
1199,51-6041,Shoe and Leather Workers and Repairers,detailed,"8,640"
1200,51-6042,Shoe Machine Operators and Tenders,detailed,"3,810"
1201,51-6050,"Tailors, Dressmakers, and Sewers",broad,"26,500"
1202,51-6051,"Sewers, Hand",detailed,"5,350"
1203,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,"21,150"
1204,51-6060,"Textile Machine Setters, Operators, and Tenders",broad,"75,490"
1205,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,"9,330"
1206,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,"13,310"
1207,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,"21,190"
1208,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,"31,650"
1209,51-6090,"Miscellaneous Textile, Apparel, and Furnishings Workers",broad,"71,570"
1210,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,"18,130"
1211,51-6092,Fabric and Apparel Patternmakers,detailed,"5,220"
1212,51-6093,Upholsterers,detailed,"32,870"
1213,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,"15,360"
1214,51-7000,Woodworkers,minor,"257,840"
1215,51-7010,Cabinetmakers and Bench Carpenters,broad,"102,100"
1216,51-7011,Cabinetmakers and Bench Carpenters,detailed,"102,100"
1217,51-7020,Furniture Finishers,broad,"17,250"
1218,51-7021,Furniture Finishers,detailed,"17,250"
1219,51-7030,"Model Makers and Patternmakers, Wood",broad,"1,280"
1220,51-7031,"Model Makers, Wood",detailed,740
1221,51-7032,"Patternmakers, Wood",detailed,530
1222,51-7040,"Woodworking Machine Setters, Operators, and Tenders",broad,"131,240"
1223,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"52,260"
1224,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"78,980"
1225,51-7090,Miscellaneous Woodworkers,broad,"5,970"
1226,51-7099,"Woodworkers, All Other",detailed,"5,970"
1227,51-8000,Plant and System Operators,minor,"301,200"
1228,51-8010,"Power Plant Operators, Distributors, and Dispatchers",broad,"51,820"
1229,51-8011,Nuclear Power Reactor Operators,detailed,"6,280"
1230,51-8012,Power Distributors and Dispatchers,detailed,"11,620"
1231,51-8013,Power Plant Operators,detailed,"33,920"
1232,51-8020,Stationary Engineers and Boiler Operators,broad,"31,710"
1233,51-8021,Stationary Engineers and Boiler Operators,detailed,"31,710"
1234,51-8030,Water and Wastewater Treatment Plant and System Operators,broad,"123,650"
1235,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"123,650"
1236,51-8090,Miscellaneous Plant and System Operators,broad,"94,010"
1237,51-8091,Chemical Plant and System Operators,detailed,"28,190"
1238,51-8092,Gas Plant Operators,detailed,"14,620"
1239,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,"38,930"
1240,51-8099,"Plant and System Operators, All Other",detailed,"12,270"
1241,51-9000,Other Production Occupations,minor,"2,537,090"
1242,51-9010,"Chemical Processing Machine Setters, Operators, and Tenders",broad,"132,660"
1243,51-9011,Chemical Equipment Operators and Tenders,detailed,"82,880"
1244,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"49,770"
1245,51-9020,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",broad,"190,770"
1246,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,"31,890"
1247,51-9022,"Grinding and Polishing Workers, Hand",detailed,"30,280"
1248,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,"128,600"
1249,51-9030,Cutting Workers,broad,"71,420"
1250,51-9031,"Cutters and Trimmers, Hand",detailed,"10,580"
1251,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,"60,840"
1252,51-9040,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",broad,"72,870"
1253,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,"72,870"
1254,51-9050,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",broad,"17,730"
1255,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,"17,730"
1256,51-9060,"Inspectors, Testers, Sorters, Samplers, and Weighers",broad,"557,510"
1257,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"557,510"
1258,51-9070,Jewelers and Precious Stone and Metal Workers,broad,"25,910"
1259,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,"25,910"
1260,51-9080,"Medical, Dental, and Ophthalmic Laboratory Technicians",broad,"77,110"
1261,51-9081,Dental Laboratory Technicians,detailed,"34,480"
1262,51-9082,Medical Appliance Technicians,detailed,"14,670"
1263,51-9083,Ophthalmic Laboratory Technicians,detailed,"27,960"
1264,51-9110,Packaging and Filling Machine Operators and Tenders,broad,"395,330"
1265,51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"395,330"
1266,51-9120,Painting Workers,broad,"156,470"
1267,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,"88,560"
1268,51-9122,"Painters, Transportation Equipment",detailed,"55,710"
1269,51-9123,"Painting, Coating, and Decorating Workers",detailed,"12,200"
1270,51-9140,Semiconductor Processors,broad,"25,730"
1271,51-9141,Semiconductor Processors,detailed,"25,730"
1272,51-9150,Photographic Process Workers and Processing Machine Operators,broad,"16,680"
1273,51-9151,Photographic Process Workers and Processing Machine Operators,detailed,"16,680"
1274,51-9190,Miscellaneous Production Workers,broad,"796,900"
1275,51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,"16,310"
1276,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",detailed,"17,630"
1277,51-9193,Cooling and Freezing Equipment Operators and Tenders,detailed,"8,820"
1278,51-9194,Etchers and Engravers,detailed,"8,600"
1279,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,"42,500"
1280,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,"97,960"
1281,51-9197,Tire Builders,detailed,"23,920"
1282,51-9198,Helpers--Production Workers,detailed,"350,410"
1283,51-9199,"Production Workers, All Other",detailed,"230,760"
1284,53-0000,Transportation and Material Moving Occupations,major,"10,244,260"
1285,53-1000,Supervisors of Transportation and Material Moving Workers,minor,"419,980"
1286,53-1010,Aircraft Cargo Handling Supervisors,broad,"8,920"
1287,53-1011,Aircraft Cargo Handling Supervisors,detailed,"8,920"
1288,53-1040,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",broad,"411,060"
1289,53-1048,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,"411,060"
1290,53-2000,Air Transportation Workers,minor,"271,890"
1291,53-2010,Aircraft Pilots and Flight Engineers,broad,"120,760"
1292,53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,"82,890"
1293,53-2012,Commercial Pilots,detailed,"37,870"
1294,53-2020,Air Traffic Controllers and Airfield Operations Specialists,broad,"32,360"
1295,53-2021,Air Traffic Controllers,detailed,"22,390"
1296,53-2022,Airfield Operations Specialists,detailed,"9,960"
