ID,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP
460,27-3000,Media and Communication Workers,minor,"586,190"
461,27-3010,Announcers,broad,"35,260"
462,27-3011,Radio and Television Announcers,detailed,"27,780"
463,27-3012,Public Address System and Other Announcers,detailed,"7,480"
464,27-3020,"News Analysts, Reporters and Correspondents",broad,"43,030"
465,27-3021,Broadcast News Analysts,detailed,"5,890"
466,27-3022,Reporters and Correspondents,detailed,"37,140"
467,27-3030,Public Relations Specialists,broad,"239,030"
468,27-3031,Public Relations Specialists,detailed,"239,030"
469,27-3040,Writers and Editors,broad,"191,320"
470,27-3041,Editors,detailed,"95,750"
471,27-3042,Technical Writers,detailed,"50,350"
472,27-3043,Writers and Authors,detailed,"45,210"
473,27-3090,Miscellaneous Media and Communication Workers,broad,"77,560"
474,27-3091,Interpreters and Translators,detailed,"57,140"
475,27-3099,"Media and Communication Workers, All Other",detailed,"20,420"
476,27-4000,Media and Communication Equipment Workers,minor,"239,490"
477,27-4010,Broadcast and Sound Engineering Technicians and Radio Operators,broad,"121,890"
478,27-4011,Audio and Video Equipment Technicians,detailed,"75,940"
479,27-4012,Broadcast Technicians,detailed,"31,580"
480,27-4013,Radio Operators,detailed,870
481,27-4014,Sound Engineering Technicians,detailed,"13,510"
482,27-4020,Photographers,broad,"49,560"
483,27-4021,Photographers,detailed,"49,560"
484,27-4030,"Television, Video, and Motion Picture Camera Operators and Editors",broad,"49,240"
485,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,"21,080"
486,27-4032,Film and Video Editors,detailed,"28,160"
487,27-4090,Miscellaneous Media and Communication Equipment Workers,broad,"18,790"
488,27-4099,"Media and Communication Equipment Workers, All Other",detailed,"18,790"
489,29-0000,Healthcare Practitioners and Technical Occupations,major,"8,646,730"
490,29-1000,Health Diagnosing and Treating Practitioners,minor,"5,367,930"
491,29-1010,Chiropractors,broad,"34,740"
492,29-1011,Chiropractors,detailed,"34,740"
493,29-1020,Dentists,broad,"128,060"
494,29-1021,"Dentists, General",detailed,"113,000"
495,29-1022,Oral and Maxillofacial Surgeons,detailed,"4,830"
496,29-1023,Orthodontists,detailed,"5,350"
497,29-1024,Prosthodontists,detailed,380
498,29-1029,"Dentists, All Other Specialists",detailed,"4,490"
499,29-1030,Dietitians and Nutritionists,broad,"64,670"
500,29-1031,Dietitians and Nutritionists,detailed,"64,670"
501,29-1040,Optometrists,broad,"37,220"
502,29-1041,Optometrists,detailed,"37,220"
503,29-1050,Pharmacists,broad,"309,550"
504,29-1051,Pharmacists,detailed,"309,550"
505,29-1060,Physicians and Surgeons,broad,"679,280"
506,29-1061,Anesthesiologists,detailed,"31,060"
507,29-1062,Family and General Practitioners,detailed,"114,130"
508,29-1063,"Internists, General",detailed,"37,820"
509,29-1064,Obstetricians and Gynecologists,detailed,"18,590"
510,29-1065,"Pediatricians, General",detailed,"28,490"
511,29-1066,Psychiatrists,detailed,"25,630"
512,29-1067,Surgeons,detailed,"34,390"
513,29-1069,"Physicians and Surgeons, All Other",detailed,"389,180"
514,29-1070,Physician Assistants,broad,"114,710"
515,29-1071,Physician Assistants,detailed,"114,710"
516,29-1080,Podiatrists,broad,"9,500"
517,29-1081,Podiatrists,detailed,"9,500"
518,29-1120,Therapists,broad,"687,790"
519,29-1122,Occupational Therapists,detailed,"126,900"
520,29-1123,Physical Therapists,detailed,"228,600"
521,29-1124,Radiation Therapists,detailed,"18,260"
522,29-1125,Recreational Therapists,detailed,"18,840"
523,29-1126,Respiratory Therapists,detailed,"129,600"
524,29-1127,Speech-Language Pathologists,detailed,"146,900"
525,29-1128,Exercise Physiologists,detailed,"6,740"
526,29-1129,"Therapists, All Other",detailed,"11,950"
527,29-1130,Veterinarians,broad,"71,060"
528,29-1131,Veterinarians,detailed,"71,060"
529,29-1140,Registered Nurses,broad,"2,951,960"
530,29-1141,Registered Nurses,detailed,"2,951,960"
531,29-1150,Nurse Anesthetists,broad,"43,520"
532,29-1151,Nurse Anesthetists,detailed,"43,520"
533,29-1160,Nurse Midwives,broad,"6,250"
534,29-1161,Nurse Midwives,detailed,"6,250"
535,29-1170,Nurse Practitioners,broad,"179,650"
536,29-1171,Nurse Practitioners,detailed,"179,650"
537,29-1180,Audiologists,broad,"13,300"
538,29-1181,Audiologists,detailed,"13,300"
539,29-1190,Miscellaneous Health Diagnosing and Treating Practitioners,broad,"36,680"
540,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,"36,680"
541,29-2000,Health Technologists and Technicians,minor,"3,110,180"
542,29-2010,Clinical Laboratory Technologists and Technicians,detailed,"321,220"
543,29-2010,Clinical Laboratory Technologists and Technicians,broad,"321,220"
544,29-2020,Dental Hygienists,broad,"215,150"
545,29-2021,Dental Hygienists,detailed,"215,150"
546,29-2030,Diagnostic Related Technologists and Technicians,broad,"390,630"
547,29-2031,Cardiovascular Technologists and Technicians,detailed,"56,560"
548,29-2032,Diagnostic Medical Sonographers,detailed,"71,130"
549,29-2033,Nuclear Medicine Technologists,detailed,"18,810"
550,29-2034,Radiologic Technologists,detailed,"205,590"
551,29-2035,Magnetic Resonance Imaging Technologists,detailed,"38,540"
552,29-2040,Emergency Medical Technicians and Paramedics,broad,"257,210"
553,29-2041,Emergency Medical Technicians and Paramedics,detailed,"257,210"
554,29-2050,Health Practitioner Support Technologists and Technicians,broad,"801,590"
555,29-2051,Dietetic Technicians,detailed,"33,540"
556,29-2052,Pharmacy Technicians,detailed,"417,860"
557,29-2053,Psychiatric Technicians,detailed,"71,360"
558,29-2054,Respiratory Therapy Technicians,detailed,"9,090"
559,29-2055,Surgical Technologists,detailed,"110,160"
560,29-2056,Veterinary Technologists and Technicians,detailed,"106,680"
561,29-2057,Ophthalmic Medical Technicians,detailed,"52,890"
562,29-2060,Licensed Practical and Licensed Vocational Nurses,broad,"701,690"
563,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,"701,690"
564,29-2070,Medical Records and Health Information Technicians,broad,"208,650"
565,29-2071,Medical Records and Health Information Technicians,detailed,"208,650"
566,29-2080,"Opticians, Dispensing",broad,"72,250"
567,29-2081,"Opticians, Dispensing",detailed,"72,250"
568,29-2090,Miscellaneous Health Technologists and Technicians,broad,"141,790"
569,29-2091,Orthotists and Prosthetists,detailed,"8,830"
570,29-2092,Hearing Aid Specialists,detailed,"7,680"
571,29-2099,"Health Technologists and Technicians, All Other",detailed,"125,270"
572,29-9000,Other Healthcare Practitioners and Technical Occupations,minor,"168,630"
573,29-9010,Occupational Health and Safety Specialists and Technicians,broad,"106,410"
574,29-9011,Occupational Health and Safety Specialists,detailed,"88,390"
575,29-9012,Occupational Health and Safety Technicians,detailed,"18,020"
576,29-9090,Miscellaneous Health Practitioners and Technical Workers,broad,"62,210"
577,29-9091,Athletic Trainers,detailed,"26,890"
578,29-9092,Genetic Counselors,detailed,"2,640"
579,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,"32,680"
580,31-0000,Healthcare Support Occupations,major,"4,117,450"
581,31-1000,"Nursing, Psychiatric, and Home Health Aides",minor,"2,355,640"
582,31-1010,"Nursing, Psychiatric, and Home Health Aides",broad,"2,355,640"
583,31-1011,Home Health Aides,detailed,"797,670"
584,31-1013,Psychiatric Aides,detailed,"56,910"
585,31-1014,Nursing Assistants,detailed,"1,450,960"
586,31-1015,Orderlies,detailed,"50,100"
587,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,"191,870"
588,31-2010,Occupational Therapy Assistants and Aides,broad,"50,360"
589,31-2011,Occupational Therapy Assistants,detailed,"42,660"
590,31-2012,Occupational Therapy Aides,detailed,"7,700"
591,31-2020,Physical Therapist Assistants and Aides,broad,"141,510"
592,31-2021,Physical Therapist Assistants,detailed,"94,250"
593,31-2022,Physical Therapist Aides,detailed,"47,260"
594,31-9000,Other Healthcare Support Occupations,minor,"1,569,940"
595,31-9010,Massage Therapists,broad,"105,160"
596,31-9011,Massage Therapists,detailed,"105,160"
597,31-9090,Miscellaneous Healthcare Support Occupations,broad,"1,464,780"
598,31-9091,Dental Assistants,detailed,"341,060"
599,31-9092,Medical Assistants,detailed,"673,660"
600,31-9093,Medical Equipment Preparers,detailed,"55,610"
601,31-9094,Medical Transcriptionists,detailed,"53,730"
602,31-9095,Pharmacy Aides,detailed,"36,970"
603,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"89,480"
604,31-9097,Phlebotomists,detailed,"125,280"
605,31-9099,"Healthcare Support Workers, All Other",detailed,"88,990"
606,33-0000,Protective Service Occupations,major,"3,437,410"
607,33-1000,Supervisors of Protective Service Workers,minor,"304,940"
608,33-1010,First-Line Supervisors of Law Enforcement Workers,broad,"160,410"
609,33-1011,First-Line Supervisors of Correctional Officers,detailed,"43,760"
610,33-1012,First-Line Supervisors of Police and Detectives,detailed,"116,660"
611,33-1020,First-Line Supervisors of Fire Fighting and Prevention Workers,broad,"65,920"
612,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"65,920"
613,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,"78,610"
614,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"78,610"
615,33-2000,Fire Fighting and Prevention Workers,minor,"336,230"
616,33-2010,Firefighters,broad,"321,570"
617,33-2011,Firefighters,detailed,"321,570"
618,33-2020,Fire Inspectors,broad,"14,660"
619,33-2021,Fire Inspectors and Investigators,detailed,"12,530"
620,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,"2,130"
621,33-3000,Law Enforcement Workers,minor,"1,217,260"
622,33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,"433,900"
623,33-3011,Bailiffs,detailed,"18,900"
624,33-3012,Correctional Officers and Jailers,detailed,"415,000"
625,33-3020,Detectives and Criminal Investigators,broad,"103,450"
626,33-3021,Detectives and Criminal Investigators,detailed,"103,450"
627,33-3030,Fish and Game Wardens,broad,"6,040"
628,33-3031,Fish and Game Wardens,detailed,"6,040"
629,33-3040,Parking Enforcement Workers,broad,"8,070"
630,33-3041,Parking Enforcement Workers,detailed,"8,070"
631,33-3050,Police Officers,broad,"665,800"
632,33-3051,Police and Sheriff's Patrol Officers,detailed,"661,330"
633,33-3052,Transit and Railroad Police,detailed,"4,470"
634,33-9000,Other Protective Service Workers,minor,"1,578,980"
635,33-9010,Animal Control Workers,broad,"12,080"
636,33-9011,Animal Control Workers,detailed,"12,080"
637,33-9020,Private Detectives and Investigators,broad,"30,990"
638,33-9021,Private Detectives and Investigators,detailed,"30,990"
639,33-9030,Security Guards and Gaming Surveillance Officers,broad,"1,124,610"
640,33-9031,Gaming Surveillance Officers and Gaming Investigators,detailed,"10,230"
641,33-9032,Security Guards,detailed,"1,114,380"
642,33-9090,Miscellaneous Protective Service Workers,broad,"411,300"
643,33-9091,Crossing Guards,detailed,"79,880"
644,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"144,370"
645,33-9093,Transportation Security Screeners,detailed,"45,250"
646,33-9099,"Protective Service Workers, All Other",detailed,"141,790"
647,35-0000,Food Preparation and Serving Related Occupations,major,"13,374,620"
648,35-1000,Supervisors of Food Preparation and Serving Workers,minor,"1,093,000"
649,35-1010,Supervisors of Food Preparation and Serving Workers,broad,"1,093,000"
650,35-1011,Chefs and Head Cooks,detailed,"128,600"
651,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"964,400"
652,35-2000,Cooks and Food Preparation Workers,minor,"3,218,110"
653,35-2010,Cooks,broad,"2,403,510"
654,35-2011,"Cooks, Fast Food",detailed,"487,510"
655,35-2012,"Cooks, Institution and Cafeteria",detailed,"400,320"
656,35-2013,"Cooks, Private Household",detailed,460
657,35-2014,"Cooks, Restaurant",detailed,"1,340,810"
658,35-2015,"Cooks, Short Order",detailed,"155,840"
659,35-2019,"Cooks, All Other",detailed,"18,570"
660,35-2020,Food Preparation Workers,broad,"814,600"
661,35-2021,Food Preparation Workers,detailed,"814,600"
662,35-3000,Food and Beverage Serving Workers,minor,"7,630,110"
663,35-3010,Bartenders,broad,"631,480"
664,35-3011,Bartenders,detailed,"631,480"
665,35-3020,Fast Food and Counter Workers,broad,"4,150,030"
666,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"3,676,180"
667,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"473,860"
668,35-3030,Waiters and Waitresses,broad,"2,582,410"
669,35-3031,Waiters and Waitresses,detailed,"2,582,410"
670,35-3040,"Food Servers, Nonrestaurant",broad,"266,190"
671,35-3041,"Food Servers, Nonrestaurant",detailed,"266,190"
672,35-9000,Other Food Preparation and Serving Related Workers,minor,"1,433,400"
673,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,"455,700"
674,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"455,700"
675,35-9020,Dishwashers,broad,"504,770"
676,35-9021,Dishwashers,detailed,"504,770"
677,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,"416,950"
678,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"416,950"
679,35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,"55,980"
680,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,"55,980"
681,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"4,421,980"
682,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,"255,580"
683,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,"255,580"
684,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"154,180"
685,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"101,390"
686,37-2000,Building Cleaning and Pest Control Workers,minor,"3,171,520"
687,37-2010,Building Cleaning Workers,broad,"3,094,210"
688,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"2,156,270"
689,37-2012,Maids and Housekeeping Cleaners,detailed,"924,290"
690,37-2019,"Building Cleaning Workers, All Other",detailed,"13,650"
691,37-2020,Pest Control Workers,broad,"77,300"
692,37-2021,Pest Control Workers,detailed,"77,300"
693,37-3000,Grounds Maintenance Workers,minor,"994,880"
694,37-3010,Grounds Maintenance Workers,broad,"994,880"
695,37-3011,Landscaping and Groundskeeping Workers,detailed,"913,480"
696,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,"24,500"
697,37-3013,Tree Trimmers and Pruners,detailed,"42,440"
698,37-3019,"Grounds Maintenance Workers, All Other",detailed,"14,470"
699,39-0000,Personal Care and Service Occupations,major,"5,451,330"
700,39-1000,Supervisors of Personal Care and Service Workers,minor,"258,960"
701,39-1010,First-Line Supervisors of Gaming Workers,detailed,"30,330"
702,39-1010,First-Line Supervisors of Gaming Workers,broad,"30,330"
703,39-1020,First-Line Supervisors of Personal Service Workers,broad,"228,620"
704,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"228,620"
705,39-2000,Animal Care and Service Workers,minor,"214,680"
706,39-2010,Animal Trainers,broad,"14,830"
707,39-2011,Animal Trainers,detailed,"14,830"
708,39-2020,Nonfarm Animal Caretakers,broad,"199,850"
709,39-2021,Nonfarm Animal Caretakers,detailed,"199,850"
710,39-3000,Entertainment Attendants and Related Workers,minor,"601,890"
711,39-3010,Gaming Services Workers,broad,"113,640"
712,39-3011,Gaming Dealers,detailed,"92,530"
713,39-3012,Gaming and Sports Book Writers and Runners,detailed,"11,150"
714,39-3019,"Gaming Service Workers, All Other",detailed,"9,950"
715,39-3020,Motion Picture Projectionists,broad,"4,840"
716,39-3021,Motion Picture Projectionists,detailed,"4,840"
717,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,"133,970"
718,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"133,970"
719,39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,"349,440"
720,39-3091,Amusement and Recreation Attendants,detailed,"319,890"
721,39-3092,Costume Attendants,detailed,"6,460"
722,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,"17,610"
723,39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,"5,480"
724,39-4000,Funeral Service Workers,minor,"65,150"
725,39-4010,Embalmers,broad,"4,070"
726,39-4011,Embalmers,detailed,"4,070"
727,39-4020,Funeral Attendants,broad,"35,340"
728,39-4021,Funeral Attendants,detailed,"35,340"
729,39-4030,"Morticians, Undertakers, and Funeral Directors",broad,"25,740"
730,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"25,740"
731,39-5000,Personal Appearance Workers,minor,"575,110"
732,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,"397,350"
733,39-5011,Barbers,detailed,"20,130"
734,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"377,210"
735,39-5090,Miscellaneous Personal Appearance Workers,broad,"177,770"
736,39-5091,"Makeup Artists, Theatrical and Performance",detailed,"3,140"
737,39-5092,Manicurists and Pedicurists,detailed,"110,170"
738,39-5093,Shampooers,detailed,"13,720"
739,39-5094,Skincare Specialists,detailed,"50,740"
740,39-6000,"Baggage Porters, Bellhops, and Concierges",minor,"79,840"
741,39-6010,"Baggage Porters, Bellhops, and Concierges",broad,"79,840"
742,39-6011,Baggage Porters and Bellhops,detailed,"42,350"
743,39-6012,Concierges,detailed,"37,490"
744,39-7000,Tour and Travel Guides,minor,"49,740"
745,39-7010,Tour and Travel Guides,detailed,"49,740"
746,39-7010,Tour and Travel Guides,broad,"49,740"
747,39-9000,Other Personal Care and Service Workers,minor,"3,605,950"
748,39-9010,Childcare Workers,broad,"564,630"
749,39-9011,Childcare Workers,detailed,"564,630"
750,39-9020,Personal Care Aides,broad,"2,211,950"
751,39-9021,Personal Care Aides,detailed,"2,211,950"
752,39-9030,Recreation and Fitness Workers,broad,"662,040"
753,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"308,470"
754,39-9032,Recreation Workers,detailed,"353,570"
755,39-9040,Residential Advisors,broad,"108,380"
756,39-9041,Residential Advisors,detailed,"108,380"
757,39-9090,Miscellaneous Personal Care and Service Workers,broad,"58,970"
758,39-9099,"Personal Care and Service Workers, All Other",detailed,"58,970"
759,41-0000,Sales and Related Occupations,major,"14,542,290"
760,41-1000,Supervisors of Sales Workers,minor,"1,429,100"
761,41-1010,First-Line Supervisors of Sales Workers,broad,"1,429,100"
762,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"1,181,530"
763,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"247,570"
764,41-2000,Retail Sales Workers,minor,"8,787,270"
765,41-2010,Cashiers,broad,"3,657,570"
766,41-2011,Cashiers,detailed,"3,635,550"
767,41-2012,Gaming Change Persons and Booth Cashiers,detailed,"22,020"
768,41-2020,Counter and Rental Clerks and Parts Salespersons,broad,"681,580"
769,41-2021,Counter and Rental Clerks,detailed,"426,700"
770,41-2022,Parts Salespersons,detailed,"254,870"
771,41-2030,Retail Salespersons,broad,"4,448,120"
772,41-2031,Retail Salespersons,detailed,"4,448,120"
773,41-3000,"Sales Representatives, Services",minor,"2,046,120"
774,41-3010,Advertising Sales Agents,broad,"133,110"
775,41-3011,Advertising Sales Agents,detailed,"133,110"
776,41-3020,Insurance Sales Agents,broad,"393,830"
777,41-3021,Insurance Sales Agents,detailed,"393,830"
778,41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,"415,890"
779,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"415,890"
780,41-3040,Travel Agents,broad,"69,480"
781,41-3041,Travel Agents,detailed,"69,480"
782,41-3090,"Miscellaneous Sales Representatives, Services",broad,"1,033,820"
783,41-3099,"Sales Representatives, Services, All Other",detailed,"1,033,820"
784,41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,"1,663,160"
785,41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,"1,663,160"
786,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"312,980"
787,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"1,350,180"
788,41-9000,Other Sales and Related Workers,minor,"616,650"
789,41-9010,"Models, Demonstrators, and Product Promoters",broad,"84,560"
790,41-9011,Demonstrators and Product Promoters,detailed,"81,250"
791,41-9012,Models,detailed,"3,310"
792,41-9020,Real Estate Brokers and Sales Agents,broad,"197,080"
793,41-9021,Real Estate Brokers,detailed,"40,320"
794,41-9022,Real Estate Sales Agents,detailed,"156,760"
795,41-9030,Sales Engineers,broad,"65,720"
796,41-9031,Sales Engineers,detailed,"65,720"
797,41-9040,Telemarketers,broad,"164,160"
798,41-9041,Telemarketers,detailed,"164,160"
799,41-9090,Miscellaneous Sales and Related Workers,broad,"105,120"
800,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,"9,430"
801,41-9099,"Sales and Related Workers, All Other",detailed,"95,690"
802,43-0000,Office and Administrative Support Occupations,major,"21,828,990"
803,43-1000,Supervisors of Office and Administrative Support Workers,minor,"1,477,560"
804,43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,"1,477,560"
805,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"1,477,560"
806,43-2000,Communications Equipment Operators,minor,"78,860"
807,43-2010,"Switchboard Operators, Including Answering Service",broad,"71,600"
808,43-2011,"Switchboard Operators, Including Answering Service",detailed,"71,600"
809,43-2020,Telephone Operators,broad,"5,160"
810,43-2021,Telephone Operators,detailed,"5,160"
811,43-2090,Miscellaneous Communications Equipment Operators,broad,"2,100"
812,43-2099,"Communications Equipment Operators, All Other",detailed,"2,100"
813,43-3000,Financial Clerks,minor,"2,978,640"
814,43-3010,Bill and Account Collectors,broad,"251,330"
815,43-3011,Bill and Account Collectors,detailed,"251,330"
816,43-3020,Billing and Posting Clerks,broad,"469,250"
817,43-3021,Billing and Posting Clerks,detailed,"469,250"
818,43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,"1,530,430"
819,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"1,530,430"
820,43-3040,Gaming Cage Workers,broad,"16,020"
821,43-3041,Gaming Cage Workers,detailed,"16,020"
822,43-3050,Payroll and Timekeeping Clerks,broad,"144,030"
823,43-3051,Payroll and Timekeeping Clerks,detailed,"144,030"
824,43-3060,Procurement Clerks,broad,"68,100"
825,43-3061,Procurement Clerks,detailed,"68,100"
826,43-3070,Tellers,broad,"468,470"
827,43-3071,Tellers,detailed,"468,470"
828,43-3090,Miscellaneous Financial Clerks,broad,"31,010"
829,43-3099,"Financial Clerks, All Other",detailed,"31,010"
830,43-4000,Information and Record Clerks,minor,"5,773,540"
831,43-4010,Brokerage Clerks,broad,"55,100"
832,43-4011,Brokerage Clerks,detailed,"55,100"
833,43-4020,Correspondence Clerks,broad,"5,460"
834,43-4021,Correspondence Clerks,detailed,"5,460"
835,43-4030,"Court, Municipal, and License Clerks",broad,"142,350"
836,43-4031,"Court, Municipal, and License Clerks",detailed,"142,350"
837,43-4040,"Credit Authorizers, Checkers, and Clerks",broad,"29,980"
838,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"29,980"
839,43-4050,Customer Service Representatives,broad,"2,871,400"
840,43-4051,Customer Service Representatives,detailed,"2,871,400"
841,43-4060,"Eligibility Interviewers, Government Programs",broad,"137,830"
842,43-4061,"Eligibility Interviewers, Government Programs",detailed,"137,830"
843,43-4070,File Clerks,broad,"110,020"
844,43-4071,File Clerks,detailed,"110,020"
845,43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,"260,780"
846,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"260,780"
847,43-4110,"Interviewers, Except Eligibility and Loan",broad,"192,820"
848,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"192,820"
849,43-4120,"Library Assistants, Clerical",broad,"88,970"
850,43-4121,"Library Assistants, Clerical",detailed,"88,970"
851,43-4130,Loan Interviewers and Clerks,broad,"222,620"
852,43-4131,Loan Interviewers and Clerks,detailed,"222,620"
853,43-4140,New Accounts Clerks,broad,"41,500"
854,43-4141,New Accounts Clerks,detailed,"41,500"
855,43-4150,Order Clerks,broad,"159,210"
856,43-4151,Order Clerks,detailed,"159,210"
857,43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,"124,600"
858,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"124,600"
859,43-4170,Receptionists and Information Clerks,broad,"1,043,630"
860,43-4171,Receptionists and Information Clerks,detailed,"1,043,630"
861,43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,"132,050"
862,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"132,050"
863,43-4190,Miscellaneous Information and Record Clerks,broad,"155,220"
864,43-4199,"Information and Record Clerks, All Other",detailed,"155,220"
865,43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,"4,149,140"
866,43-5010,Cargo and Freight Agents,broad,"92,280"
867,43-5011,Cargo and Freight Agents,detailed,"92,280"
868,43-5020,Couriers and Messengers,broad,"75,720"
869,43-5021,Couriers and Messengers,detailed,"75,720"
870,43-5030,Dispatchers,broad,"294,900"
871,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"95,020"
872,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"199,880"
873,43-5040,"Meter Readers, Utilities",broad,"33,570"
874,43-5041,"Meter Readers, Utilities",detailed,"33,570"
875,43-5050,Postal Service Workers,broad,"525,070"
876,43-5051,Postal Service Clerks,detailed,"78,830"
877,43-5052,Postal Service Mail Carriers,detailed,"342,410"
878,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"103,830"
879,43-5060,"Production, Planning, and Expediting Clerks",broad,"350,150"
880,43-5061,"Production, Planning, and Expediting Clerks",detailed,"350,150"
881,43-5070,"Shipping, Receiving, and Traffic Clerks",broad,"655,590"
882,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"655,590"
883,43-5080,Stock Clerks and Order Fillers,broad,"2,056,030"
884,43-5081,Stock Clerks and Order Fillers,detailed,"2,056,030"
885,43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,"65,830"
886,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"65,830"
887,43-6000,Secretaries and Administrative Assistants,minor,"3,498,120"
888,43-6010,Secretaries and Administrative Assistants,broad,"3,498,120"
889,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"570,530"
890,43-6012,Legal Secretaries,detailed,"176,880"
891,43-6013,Medical Secretaries,detailed,"585,410"
892,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"2,165,310"
893,43-9000,Other Office and Administrative Support Workers,minor,"3,873,130"
894,43-9010,Computer Operators,broad,"34,700"
895,43-9011,Computer Operators,detailed,"34,700"
896,43-9020,Data Entry and Information Processing Workers,broad,"228,060"
897,43-9021,Data Entry Keyers,detailed,"174,930"
898,43-9022,Word Processors and Typists,detailed,"53,130"
899,43-9030,Desktop Publishers,broad,"10,740"
900,43-9031,Desktop Publishers,detailed,"10,740"
901,43-9040,Insurance Claims and Policy Processing Clerks,broad,"274,560"
902,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"274,560"
903,43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,"86,150"
904,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"86,150"
905,43-9060,"Office Clerks, General",broad,"2,972,930"
906,43-9061,"Office Clerks, General",detailed,"2,972,930"
907,43-9070,"Office Machine Operators, Except Computer",broad,"48,580"
908,43-9071,"Office Machine Operators, Except Computer",detailed,"48,580"
